,shifted wavelength,shifted flux
0,5837.7332946026745,0.9754105091018963
1,5837.7527671849175,0.9550952259443382
2,5837.772239832113,1.0344006392943925
3,5837.791712544269,0.9672958620288122
4,5837.811185321373,1.0298521389342339
5,5837.8306581634315,0.9970852430064225
6,5837.850131070444,0.9896577934776469
7,5837.869604042411,0.994954455073866
8,5837.889077079333,0.9683098322727782
9,5837.908550181216,1.001567264519454
10,5837.928023348049,0.9731324523092891
11,5837.947496579836,0.9647900415576586
12,5837.96696987658,0.9889178194527737
13,5837.986443238279,1.0132195783281521
14,5838.005916664935,0.9723495231144171
15,5838.025390156553,0.976555755558472
16,5838.044863713121,0.9849256677910134
17,5838.064337334647,1.0185912543172688
18,5838.083811021129,0.9824166593556235
19,5838.103284772569,0.9594067085407056
20,5838.122758588972,0.9865086287632644
21,5838.142232470326,0.9915693033892645
22,5838.161706416639,1.0002989052147089
23,5838.18118042791,1.0241586965400689
24,5838.200654504139,0.9797095988800951
25,5838.220128645326,0.992693044745111
26,5838.239602851479,0.9837866501765042
27,5838.259077122583,0.9974689111573662
28,5838.278551458648,0.9966231729609981
29,5838.298025859672,0.9708026098512765
30,5838.317500325655,0.9516081477087215
31,5838.336974856598,0.8961148967111957
32,5838.356449452507,0.8951387519735677
33,5838.375924113371,0.9039209827467847
34,5838.395398839195,0.9157593847043204
35,5838.414873629979,0.9264236926547988
36,5838.434348485725,0.9304512552963172
37,5838.453823406438,0.9569154843292548
38,5838.473298392106,0.9720698939873277
39,5838.492773442736,0.9975996899870161
40,5838.512248558327,0.9878337556515455
41,5838.53172373888,0.9953932273567799
42,5838.551198984396,0.9820279387122284
43,5838.57067429488,0.9931292904898339
44,5838.590149670321,0.9593354948549155
45,5838.609625110724,1.007237592346296
46,5838.629100616091,0.9526550662941333
47,5838.6485761864205,0.962063835318648
48,5838.66805182172,0.9751412410771042
49,5838.687527521977,1.0051885684958821
50,5838.707003287198,0.9839841338929791
51,5838.726479117383,0.9683324413403154
52,5838.745955012533,0.9555680566655318
53,5838.765430972647,0.9895113529980185
54,5838.784906997732,0.9581179559107643
55,5838.804383087776,0.9750960157194538
56,5838.823859242785,1.0111629621746292
57,5838.8433354627605,0.985238600701163
58,5838.8628117477,0.9865308196788642
59,5838.882288097607,0.9678749979453967
60,5838.901764512485,0.9505964524225308
61,5838.921240992324,0.9846008682290459
62,5838.940717537129,1.0209574243176984
63,5838.960194146901,0.9761743715284665
64,5838.97967082164,1.000925398529172
65,5838.999147561352,0.9570949326348881
66,5839.018624366026,0.9757587991016485
67,5839.038101235667,0.998715123723393
68,5839.057578170276,0.9975002209564654
69,5839.077055169853,0.9823470023534883
70,5839.096532234399,0.9931258932949594
71,5839.116009363919,0.9633337662101621
72,5839.135486558402,0.9920955950888344
73,5839.154963817853,0.9868617362809633
74,5839.174441142274,0.9789989118327569
75,5839.193918531664,1.0002043210335605
76,5839.213395986024,0.9998494045333971
77,5839.232873505359,0.9497016085372164
78,5839.252351089659,0.964015479444776
79,5839.271828738928,0.994700169413053
80,5839.2913064531685,0.9560213300800205
81,5839.310784232379,0.9592068592480877
82,5839.330262076567,0.9800365168196351
83,5839.34973998572,0.9695675431664617
84,5839.369217959844,0.9807800891652039
85,5839.3886959989395,0.9877334144171034
86,5839.408174103007,0.9781724463193371
87,5839.427652272046,1.002034160963686
88,5839.447130506063,0.9602597157802871
89,5839.466608805047,0.9883720837197361
90,5839.486087169003,0.9651398545140913
91,5839.505565597933,0.9841884237568413
92,5839.525044091835,1.0029515052820552
93,5839.544522650711,0.9741626698884932
94,5839.564001274566,0.9433258058485803
95,5839.583479963389,0.9706468538661774
96,5839.602958717186,0.9409416659962088
97,5839.622437535957,0.974445515150314
98,5839.641916419702,0.9748710650550216
99,5839.661395368427,0.9852587646881915
100,5839.680874382122,0.9589247194105923
101,5839.700353460792,0.9794361085744884
102,5839.719832604436,0.9618946791213667
103,5839.739311813057,0.9474148121066674
104,5839.758791086652,0.9469161701912729
105,5839.77827042523,0.9641991195923235
106,5839.797749828778,0.9719561648473772
107,5839.817229297302,1.0004278400756839
108,5839.836708830802,0.9357600485891329
109,5839.856188429279,0.9996369487502266
110,5839.87566809274,0.9500379982625717
111,5839.895147821171,0.9775289059504562
112,5839.91462761458,0.9872436675409717
113,5839.934107472966,1.0017818206049733
114,5839.9535873963305,0.9677055324445907
115,5839.973067384673,0.9705146030023721
116,5839.992547438,0.9625645653712123
117,5840.012027556299,1.0021382616001901
118,5840.031507739576,0.9672915255046394
119,5840.050987987833,1.0060805709080078
120,5840.070468301068,0.9740140292973077
121,5840.089948679283,0.9779341217737426
