source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_rp_excess_factor,gcns_prob,dist_50
239109213145234560,19.374512,19.863916,18.93261,1.0944414,1.0,0.093157016
242177812664145792,20.55853,21.190414,20.120186,1.0355464,0.928,0.11444666
433103132037681536,3.535792,4.0842237,2.8988132,1.1944585,1.0,0.03479849
433103166397513600,18.493954,19.856438,16.830992,2.153899,0.94,0.035567522
231113740685855616,8.451743,8.932311,7.799521,1.2333857,1.0,0.02409635
230944755193183744,20.006676,20.61627,19.332333,1.1969852,1.0,0.07632433
225158613910446464,19.301928,19.544891,18.97377,1.1492842,1.0,0.104160994
248004472671505152,10.496969,11.304553,9.589943,1.3152547,1.0,0.03638835
232131987234297984,19.457207,19.977333,18.82063,1.205738,0.998,0.09236722
336593533268802304,16.955359,18.763256,15.660628,1.5242718,1.0,0.09493672
336538454607430016,6.76056,7.0175714,6.337386,1.1939123,1.0,0.029825388
336623872916615296,16.384655,18.089294,15.131737,1.4855585,1.0,0.09128289
336619023898043776,19.779696,20.178804,19.361063,1.1211042,1.0,0.096890196
335110150347517568,17.674187,17.994722,17.184843,1.2004446,1.0,0.0625417
336572706969808128,9.364455,9.632723,8.764646,1.2978188,1.0,0.087069936
336624457032425600,15.941682,17.808424,14.644138,1.5206347,1.0,0.09130099
432701805995023232,12.4514265,13.1685,11.630343,1.2713572,1.0,0.09819202
432656519864156416,16.494585,18.533998,15.08425,1.6537678,1.0,0.061161894
432734795640719872,12.52732,13.24714,11.701502,1.2743304,1.0,0.09854653
432673562292060544,16.935818,18.187012,14.982472,2.773274,0.666,0.11259866
333795860290661120,15.140507,16.809072,13.899947,1.4755493,1.0,0.06833574
333815406684842112,15.291753,16.624628,14.154641,1.4121352,1.0,0.09689096
333808745192503040,15.978327,17.810791,14.702988,1.4966503,1.0,0.07375639
333809123149619200,17.045755,18.841213,15.789569,1.4774753,1.0,0.100762494
333809157507546240,18.665548,20.13409,17.223494,1.7761898,1.0,0.09890206
333805652816046592,12.993198,14.039704,11.977397,1.3494436,1.0,0.07805165
334201958038389760,12.542257,13.485395,11.577232,1.3280541,1.0,0.057928078
334992399522897152,12.191202,12.957468,11.337934,1.2817413,1.0,0.08740141
334239405857549184,19.86992,21.75054,18.315878,1.8895794,1.0,0.10262752
334236695734051456,17.386698,17.507788,17.199924,1.1486298,1.0,0.08275594
334224875983781888,8.904303,9.202539,8.434202,1.2000408,1.0,0.0724987
334242949205479168,20.674694,20.795944,19.148832,2.3647418,0.848,0.09493996
334244594178112384,18.033955,18.173454,17.835798,1.1429918,1.0,0.08894459
334178112379880064,17.557383,19.91731,16.130713,1.6488246,1.0,0.0935
334160279675720832,15.80232,17.47508,14.562499,1.4740496,1.0,0.09591942
334225563179035648,16.200506,18.08387,14.8833685,1.5439867,1.0,0.07690485
334256830540966144,16.846117,19.051773,15.484912,1.5697697,1.0,0.055440113
141545595043884288,13.368359,14.535322,12.260998,1.4147903,1.0,0.07035597
333705597256645632,12.422862,13.187476,11.238384,1.6117604,1.0,0.04911372
333729545995783168,6.083054,6.316628,5.6864166,1.1913943,1.0,0.07952415
333738303432160000,11.523197,12.210045,10.726061,1.2623737,1.0,0.079464726
333536852290245504,19.233837,19.809547,18.566624,1.2049718,0.998,0.07186454
334115543296518912,15.834201,17.63,14.560361,1.4993769,1.0,0.07777034
334118047261792640,11.861854,12.8887005,10.854644,1.3460411,1.0,0.041927714
333471195122699264,14.070414,15.385402,12.938521,1.4099112,1.0,0.07348274
333840214416464384,18.66068,21.110123,17.14118,1.7821089,1.0,0.075138666
141699664109142912,18.827066,20.92395,17.293123,1.834104,1.0,0.074282065
334149142824085504,17.41203,19.689463,16.031471,1.5902079,1.0,0.08916003
334149147120664704,15.198562,16.633898,13.871409,1.6224779,1.0,0.08540433
334156706263100032,9.924641,10.45466,9.240813,1.2353145,1.0,0.049783915
334156706263100416,8.565072,8.914118,8.039077,1.2091353,0.994,0.05713182
333978173062841344,14.547876,16.28654,13.289375,1.4877852,1.0,0.04045526
333998995064235008,16.389639,18.12111,14.958301,1.7202562,0.998,0.100351766
141716539037134208,14.051885,15.296887,12.947287,1.3946551,1.0,0.08159312
141807828566142720,17.46591,19.61383,16.07534,1.6153944,1.0,0.09800292
334381453311657344,14.974079,16.428455,13.798353,1.4330732,1.0,0.08994781
334244564113830016,12.562333,13.3787775,11.678433,1.2919987,1.0,0.09565742
334347918207101440,14.788452,16.539743,13.527774,1.4887878,1.0,0.049262762
334286036318332672,17.088873,18.967213,15.808605,1.4973012,0.998,0.10042489
334276930987728256,14.30458,15.707024,13.143838,1.4253432,1.0,0.049059328
334264733280778880,15.129782,16.653732,13.934101,1.444338,1.0,0.06032576
334263393250961152,12.665573,13.774661,11.617005,1.3668202,1.0,0.0665847
335606721581693696,8.950829,9.282936,8.4503765,1.2015147,1.0,0.07664687
335144892337326336,4.7216687,5.0514627,4.310991,1.1496894,0.934,0.023925781
335876136290330880,15.712382,17.258919,14.50282,1.456962,1.0,0.091224924
336658816771132032,9.220723,9.622657,8.647768,1.214337,1.0,0.05543589
335891598172572288,16.319286,18.222599,15.025505,1.5115196,1.0,0.05799762
335885546561758976,11.92682,12.684892,11.079973,1.279007,1.0,0.09298595
335882763422970752,17.521446,19.64992,16.154474,1.5846311,1.0,0.08821024
335872734676393728,14.209296,15.604148,12.982145,1.5040739,1.0,0.058974896
335872730380964864,16.598282,,,,0.704,0.060153075
335880259459076480,15.8488245,17.654196,14.5790205,1.4931118,1.0,0.060756855
335801708801349888,16.796207,16.830479,16.751532,1.1412992,1.0,0.064098686
335856997916173824,13.801808,14.969546,12.729283,1.3777577,1.0,0.08095579
335853768100771968,15.080228,16.756084,13.8345375,1.4807569,1.0,0.091848716
335835523079852928,17.393396,20.071745,15.87111,1.7720472,1.0,0.068373345
335647506590969856,13.7726145,15.003502,12.674332,1.3909183,1.0,0.07877132
335634754832026240,13.838597,15.311938,12.65419,1.4397632,1.0,0.04277344
335634759128271104,14.0040455,15.507467,12.812241,1.4432287,1.0,0.042572964
334093587421921920,18.997114,21.02728,17.493876,1.7925565,1.0,0.07776895
334093896661469312,15.872542,17.4614,14.667343,1.4451469,1.0,0.097328104
335591190980560896,18.666605,21.37885,17.218508,1.6571822,1.0,0.08847989
141842707994732672,17.625097,19.765226,16.250664,1.5937637,1.0,0.09852439
143293685388561664,4.1400833,4.3179398,3.8135514,1.1842636,0.99,0.038677838
143303065596618624,18.653212,21.3925,17.192005,1.6751163,1.0,0.082849704
143272554149050624,12.245269,12.954899,11.3999815,1.2941501,1.0,0.09935756
143272554149050368,13.921211,15.044204,12.776845,1.465491,1.0,0.10094882
143119137917418752,9.571071,9.963398,9.009588,1.2112881,1.0,0.06663054
143119137916819456,5.2669635,5.4539204,4.8756585,1.2140805,0.922,0.060409807
143126112944305536,19.473888,,,,0.614,0.11089825
335659463780716288,11.755882,12.454911,10.950642,1.2646472,1.0,0.08181886
335680010902286336,19.161604,21.254362,17.70199,1.7200971,1.0,0.10661886
143385185371780352,17.44251,17.703289,17.045332,1.1772252,1.0,0.04241866
143335329391058688,16.015917,17.695755,14.784759,1.4625614,1.0,0.0720414
143433250348821120,20.656372,21.031809,20.267735,1.115308,0.946,0.11534431
143432082117652736,19.156239,19.725088,18.590265,1.1383926,1.0,0.06190765
143207476804948736,18.15832,20.346607,16.769844,1.6088133,1.0,0.097595565
143204311412096384,17.889133,20.493546,16.427574,1.6833386,1.0,0.05792207
143438855283093888,11.558193,12.669469,10.511115,1.3647789,1.0,0.03489979
143454935640730752,14.894647,16.46688,13.682973,1.4553756,1.0,0.07512519
143455554116023040,11.240531,12.020946,10.381341,1.2821561,1.0,0.056032557
143558461530827264,14.130588,15.760278,12.43921,2.160426,0.908,0.030401468
141624248780091392,15.654952,17.271679,14.431269,1.4628242,1.0,0.0725639
141624351859302784,12.734948,13.763,11.7266445,1.346802,1.0,0.097679645
141426989522007808,15.18223,16.961912,13.9202175,1.4867098,1.0,0.046341345
141633835147075456,14.849707,16.146023,13.655551,1.484125,1.0,0.10246535
141626653961769472,14.791449,16.551113,13.522166,1.498371,1.0,0.07584726
141513988379856640,6.294179,6.5999937,5.8151975,1.2015383,1.0,0.06136487
141531992882590208,13.83756,14.975936,12.778876,1.3702202,1.0,0.06475651
141467465294101248,16.636,,,,1.0,0.067221686
141467465294100992,15.014819,16.544971,13.702339,1.587127,1.0,0.06761962
141368784125406720,15.399137,17.039143,14.165995,1.4707223,1.0,0.06766719
140685953043036928,19.085026,20.710482,17.416826,2.118839,0.95,0.047889758
140691721185266944,16.761381,18.732769,15.463091,1.5096513,1.0,0.07817204
141481037390861440,13.78127,14.447013,12.994737,1.2614111,1.0,0.094604865
140659496045884032,17.030888,18.77877,15.7501335,1.5143282,1.0,0.09275827
140662927723337344,13.532904,14.768879,12.431154,1.3935268,1.0,0.064307265
140662932019713024,15.54943,17.204788,14.31502,1.4700053,1.0,0.06407519
139281533096982784,8.057492,8.313494,7.5817647,1.2252703,1.0,0.048624653
141545595042005376,11.572197,12.402034,10.615778,1.3534347,1.0,0.07557431
141559957414100096,13.123727,14.141476,12.121155,1.3438747,1.0,0.08464838
141581367826970880,14.117321,15.680291,12.902606,1.4604406,1.0,0.0879669
142994686944818688,19.517227,19.876165,18.800068,1.3359131,0.988,0.09871958
142993518713707392,11.501813,12.059577,10.802581,1.2353759,1.0,0.09848103
142996576730416640,13.724625,14.780813,12.705345,1.3504298,1.0,0.0756756
142231965176275328,11.655117,12.253825,10.916156,1.2491912,1.0,0.09635282
142193383486099968,15.381297,17.037876,14.139247,1.4790944,0.998,0.08497001
140606990070618880,19.713705,21.43182,18.30093,1.6954107,0.986,0.114029236
140403000598619136,15.692441,18.297998,14.27024,1.6256859,1.0,0.031311166
140453234536007936,16.49597,18.18439,15.249329,1.4801345,1.0,0.094021976
140643273954343808,20.278812,23.764675,18.747885,1.7534299,0.95,0.11510086
141935788527447808,16.3434,17.931147,15.125544,1.4602947,1.0,0.097249985
140357297851215872,9.144718,9.686072,8.457638,1.2330631,1.0,0.040010355
137345739797969152,7.9962554,8.372061,7.45139,1.2083125,1.0,0.036576845
141868065483394560,15.249355,16.853354,14.023542,1.467305,1.0,0.072456084
138857843163156736,19.048542,21.349745,17.55962,1.745841,1.0,0.06419604
141962005007749120,14.738936,16.14391,13.331778,1.7372497,0.984,0.07775174
141963104519359872,15.097089,,,,1.0,0.02312151
141963104517995008,11.895374,13.312684,10.69324,1.4702781,1.0,0.023169925
141893251171488640,13.893656,15.168055,12.774647,1.4040569,1.0,0.059441373
141920979480321408,7.9945674,8.165088,7.6820135,1.181164,1.0,0.09701435
141972617872963968,16.419127,18.24135,15.145081,1.4962994,1.0,0.071131736
141979768992588928,16.972212,18.685223,15.728086,1.473636,1.0,0.09303984
141915103965170816,15.274275,16.776217,14.080488,1.4457804,1.0,0.08590481
141910534119968640,15.505523,17.15186,14.278165,1.4628277,1.0,0.07202425
138899242360079616,14.345978,16.014784,13.108918,1.4712683,1.0,0.032054808
138836260952923008,18.073036,20.217518,16.68742,1.6088157,1.0,0.09229971
138925909806092928,14.362038,15.724671,13.214897,1.4175236,1.0,0.06070845
138999542725203328,7.5577617,7.856709,7.0879498,1.199508,1.0,0.041604467
138999542724521728,12.292258,13.2921715,11.145632,1.4989525,1.0,0.04159076
138980129471878400,12.251763,13.0115,11.402967,1.2801038,1.0,0.079193056
138934293582224256,15.81954,,,,0.696,0.100716
143076256963396480,16.453928,16.685328,16.074434,1.1830641,1.0,0.037031755
143069110138040320,16.915361,19.012508,15.589469,1.5325785,1.0,0.0641617
143070931204157184,15.221985,16.615465,14.069679,1.4175063,1.0,0.08172621
142375077782724480,11.425895,12.346307,10.478031,1.3184335,1.0,0.053140398
142371122117074688,17.92737,19.89512,16.591244,1.5593969,1.0,0.10069178
142326252594669056,14.155947,15.465304,13.025966,1.4089353,1.0,0.079198286
142106075390684288,16.38586,18.410952,15.055525,1.5456424,1.0,0.060336605
142132596813836160,14.332077,16.0118,13.083142,1.484173,1.0,0.04381695
143183837303028736,15.794892,17.312464,14.5676775,1.4827024,1.0,0.100676954
142783889949955328,10.519694,11.120644,9.78212,1.2472676,1.0,0.07443784
142780179098215424,15.907165,17.672014,14.635686,1.5004319,1.0,0.074318364
142531105352903936,17.384378,19.379292,16.079483,1.5156134,1.0,0.08305289
142488254464188544,18.458666,20.682604,17.042786,1.6443444,1.0,0.10402146
142079407938488192,20.228569,20.7797,19.751179,1.0899174,0.988,0.109582275
142034572775388032,13.353205,14.345536,12.362196,1.3393737,1.0,0.08809346
142031617837925376,16.020355,18.108643,14.687961,1.5420117,1.0,0.042419508
142017083668581632,15.553199,17.307455,14.292865,1.4879664,1.0,0.058603268
142040826247781632,14.790188,16.246195,13.613807,1.4335384,1.0,0.07845598
142040860607519744,16.443205,18.294893,15.110496,1.5682291,1.0,0.07937906
142045670970871168,14.039253,15.28978,12.928336,1.4002815,1.0,0.0663285
142066282517976064,16.08349,,,,0.998,0.08946298
142066286813836032,14.86538,16.36963,13.545319,1.6012849,1.0,0.09018977
138969821551607552,13.714395,14.714951,12.724072,1.3365166,1.0,0.094190285
138959754148399744,16.369917,18.132957,15.108216,1.4884969,1.0,0.090439655
138972467251590656,7.221212,7.5382566,6.7344155,1.2006348,1.0,0.03875522
139331247344776832,17.528368,17.710512,17.226816,1.1689029,1.0,0.072600394
139438243569107456,20.446615,21.827545,18.838436,2.054611,0.99,0.11175723
139488477505916544,10.604836,11.092611,9.948553,1.2331795,1.0,0.097498015
139488481801848064,19.492413,19.838573,18.704836,1.3966823,1.0,0.09786187
139279815112091520,14.840204,16.05413,13.7487955,1.3872867,1.0,0.08775194
139476043578014592,10.099691,10.46789,9.562051,1.2073084,1.0,0.090531245
139474737907945728,13.285183,14.406194,12.23195,1.3687292,1.0,0.07787684
139281533098990336,7.761932,8.047725,7.2733235,1.2175509,0.996,0.04591942
335922075260552320,16.973349,18.922796,15.664227,1.5260129,1.0,0.09136868
335916298528437760,19.93085,21.127506,18.444162,1.8962202,0.95,0.113797456
335917402336147840,8.336195,8.573698,7.9373484,1.1905174,1.0,0.09103843
336794911398109696,19.455809,21.424583,17.976501,1.762419,1.0,0.107149296
336063912260461056,15.58797,17.287455,14.336273,1.4847754,1.0,0.10024866
335960283290008704,15.955694,17.733967,14.6919155,1.4890829,1.0,0.06299093
335759656777404800,17.324326,19.457472,15.988827,1.5418333,1.0,0.08108912
335712858813838592,14.409203,15.277404,12.960351,1.9246238,1.0,0.09506853
336080576733515264,12.897766,14.3808,11.707276,1.4451432,1.0,0.022253444
336079855179008128,14.057456,15.336211,12.934567,1.4073824,1.0,0.087354116
336058960162253568,18.869793,21.183031,17.410025,1.7009354,1.0,0.09340835
336435993868000896,14.344848,15.788911,13.168924,1.4351122,1.0,0.06673552
336368030305610496,12.975366,13.937118,12.003921,1.3289542,1.0,0.07132898
336459392849753856,12.160779,12.901698,11.326534,1.2741553,1.0,0.09169705
336436200024420864,17.62227,20.350706,16.14084,1.7061034,1.0,0.06879865
336445958192016128,15.976287,17.771883,14.701207,1.5009563,1.0,0.074390724
336378681824603776,16.328163,18.148018,15.060809,1.4882314,1.0,0.09933812
336161734436540928,13.843335,14.852383,12.396816,1.881533,0.966,0.08433011
336164689373408384,14.176944,15.53153,13.03055,1.4182287,1.0,0.06872993
336164002178847104,17.507895,19.799109,16.125118,1.5921555,1.0,0.068978496
336187538599583872,17.641293,20.300146,16.17342,1.6895504,1.0,0.052267805
432490085583352832,11.953071,,,,1.0,0.08032844
336292267081867648,9.855437,10.249268,9.3013735,1.2057811,1.0,0.07725327
336292267081867392,15.664777,,,,1.0,0.07538577
336149807309586176,12.08001,12.826935,11.240243,1.2767614,1.0,0.08630216
336232137539832960,15.119097,16.279472,14.053929,1.3718077,1.0,0.08740458
144071108826683392,18.58722,21.641344,17.026806,1.8151797,1.0,0.028968003
144076468947557248,15.105289,16.490618,13.951024,1.4212191,1.0,0.06331191
144058155207044096,15.283187,17.273062,13.971976,1.5243173,1.0,0.046614293
144057291917008128,9.883689,10.577443,9.08033,1.2649727,1.0,0.03772342
143540521453599488,20.773638,21.115036,19.181374,2.3539455,0.93,0.10185708
143540800626524032,14.700231,16.06679,13.551111,1.4189862,1.0,0.085195065
143540903705736704,14.99376,16.399847,13.829003,1.4292185,1.0,0.0849759
143522413869574272,12.876424,13.865979,11.892084,1.3336971,1.0,0.07767842
143916520071525760,14.369026,15.740138,13.210742,1.4284062,1.0,0.08135183
143872711402992384,9.558518,10.015969,8.934785,1.2235328,1.0,0.048016716
143459333687232512,9.66238,10.03088,9.127323,1.205524,1.0,0.08043435
143834232792647424,15.799557,17.41826,14.567344,1.4727746,1.0,0.09030104
143644292158484864,12.512938,13.430639,11.567551,1.3169136,1.0,0.075724326
143652710294349696,4.6480665,4.697482,4.559009,1.1498674,1.0,0.09576158
143667102727876864,12.877773,13.923786,11.864523,1.3470507,1.0,0.06578692
143622061408088832,15.987961,17.69991,14.740189,1.4782364,1.0,0.0999415
144047366249222912,14.03517,15.335302,12.912379,1.4029213,1.0,0.067900054
144005481728374656,15.602233,17.146738,14.393267,1.4565858,1.0,0.06982337
143983182258217600,16.512678,18.35583,15.230901,1.5034406,1.0,0.08894345
143989641889115648,15.577635,17.360668,14.3100195,1.4932393,1.0,0.073320344
143991084998000512,14.994653,16.160475,13.925939,1.3742336,1.0,0.09622692
143795092753492480,18.73027,19.119156,18.200583,1.1925162,1.0,0.072786726
143817499597885824,18.278765,18.403208,18.008398,1.1866404,1.0,0.10340355
143818839629293952,9.8282385,10.258931,9.225712,1.220945,1.0,0.06711938
143819148866940288,15.672885,17.620855,14.348401,1.5462071,1.0,0.06696125
143707548437006720,10.219008,10.760748,9.5245495,1.238311,1.0,0.052118942
143721945167358720,16.793657,18.753635,15.486538,1.5222614,1.0,0.073808625
142943937611746432,13.307929,14.110676,11.844549,1.966415,0.998,0.07414304
142960464645186688,16.05667,17.624111,14.84256,1.4590167,1.0,0.08370782
143750051431844480,19.811708,21.62619,18.262495,1.8898197,0.998,0.11478087
143755171034303616,11.133133,11.677576,10.444812,1.2327176,1.0,0.093910076
143757026460162176,14.687448,16.130207,13.510975,1.4359717,1.0,0.07260037
336424930032386176,15.01283,16.741695,13.756401,1.4865527,1.0,0.08034172
336300371684806656,19.69547,21.491884,18.16418,1.8634007,1.0,0.0822661
336540481832832384,13.225544,14.342694,12.023353,1.532946,0.998,0.067219295
336353049458749824,11.508899,12.160424,10.733795,1.2574925,1.0,0.07033464
336243270095470720,16.368092,18.22396,15.055543,1.541295,1.0,0.07855993
336237635097960704,14.90346,16.294828,13.746039,1.423642,1.0,0.0983778
144111618959845760,15.241738,16.985167,13.987647,1.4817069,1.0,0.06915068
144102887291590016,20.349024,21.37856,18.83392,1.9802023,0.982,0.098935686
144033656713735040,16.121908,18.195795,14.787508,1.546082,1.0,0.053113077
144104747012186496,14.278677,15.664842,13.1201725,1.4258301,1.0,0.06775886
336271342001266432,16.229967,18.093006,14.933853,1.5192477,1.0,0.08016242
240193404625880448,15.133111,16.61454,13.945172,1.4424603,1.0,0.08802717
144096290221824000,20.16276,21.202627,18.632685,2.001132,0.842,0.099488944
240170864637868160,17.499361,19.428047,16.195894,1.5210344,1.0,0.0964511
240119153231651840,9.534301,9.934719,8.965171,1.2125269,1.0,0.06310004
240119148934630016,7.814459,8.083122,7.3805757,1.1939639,1.0,0.06313269
240129220634952192,13.707991,15.221763,12.513823,1.4442542,1.0,0.0447641
432631956942761088,18.731844,18.896553,17.92515,1.5080304,1.0,0.067590155
432631952653417088,11.654535,12.450702,10.776468,1.2933533,1.0,0.06705566
432436278232156544,19.959934,21.410898,18.40621,1.9513456,1.0,0.11164643
432370204457359104,14.784261,16.299208,13.565512,1.4730116,1.0,0.06851738
432367421318547456,17.066097,19.040165,15.753213,1.5281923,1.0,0.079370536
432366008274254336,20.125586,21.562931,18.57255,1.9526374,0.93,0.110702075
432389098016994048,18.335484,20.760973,16.918016,1.6307683,1.0,0.08878956
432400990782834048,15.694885,17.39422,14.445408,1.4820755,1.0,0.07937528
432397864047758080,9.957121,10.336001,9.405766,1.2110304,1.0,0.100174844
432490081288734464,9.654842,9.950085,9.07795,1.2686434,1.0,0.080718406
240209210105729920,8.588192,8.904168,8.102873,1.2002717,1.0,0.07156271
432380954758477952,16.913147,19.135412,15.544429,1.578568,1.0,0.07891936
432380954758483712,18.692028,18.90952,17.964287,1.4163985,0.986,0.08112572
240228004882950528,15.759508,17.376385,14.528223,1.4719305,1.0,0.08546467
240203987423766144,14.02928,15.624235,12.643253,1.6756783,1.0,0.07761158
240203987425531904,14.126772,15.564839,12.538889,2.009901,0.984,0.07718552
240156021230769920,13.652788,14.416317,12.53131,1.5414755,0.988,0.08702921
240165190984006272,12.164013,12.948369,11.2978525,1.2868568,1.0,0.09230245
240165195280801920,13.396002,14.745683,12.244902,1.4244286,1.0,0.09266201
240160625435652096,14.761986,16.077433,13.629511,1.4104613,1.0,0.099803366
240166810188489600,15.768433,17.332054,14.556092,1.4575231,1.0,0.09228349
240231921892635520,19.803204,21.37283,18.265825,1.9053066,1.0,0.07529915
240259375324767744,7.845316,8.325102,7.201596,1.2277344,1.0,0.022181004
144017576354724352,11.355835,12.060509,10.546773,1.2657878,1.0,0.07150028
144039905890556160,18.559427,19.051441,17.937113,1.2076447,1.0,0.051946748
239840152156393984,12.765079,13.902516,11.68911,1.3883497,1.0,0.07192675
239895299536131584,16.89953,19.51327,15.456524,1.6553714,1.0,0.04005241
239897807797260928,17.388813,19.535383,16.016178,1.5906961,1.0,0.07627975
239864337115594240,18.393988,,,,0.894,0.06420076
239820154788685568,16.650482,18.253685,15.432618,1.4579304,1.0,0.0988958
239064515421912960,10.695869,11.184376,9.908403,1.3318099,1.0,0.09725894
239070631455336192,11.76395,,,,1.0,0.028333709
239070631455336064,9.2625885,9.948022,8.456172,1.2704053,1.0,0.028099619
239833035393390464,17.46422,19.461737,16.134373,1.5478852,1.0,0.09192152
239852276846811392,17.08179,19.174288,15.751128,1.5393139,1.0,0.06868503
239083344558687232,16.121923,17.824944,14.868215,1.4867548,1.0,0.09952924
239104750675609088,14.3997,15.760675,13.251082,1.419488,1.0,0.0896822
239980374248801152,14.989825,16.734625,13.73338,1.484423,1.0,0.034457467
239975529525830656,16.45604,18.17105,15.204076,1.4829531,1.0,0.08782853
239957829962715264,20.211529,20.735388,19.727743,1.1048802,0.916,0.112791106
239215419096038912,13.160368,14.542363,11.989772,1.4403113,1.0,0.06614353
239972127911563264,15.915643,17.72296,14.629115,1.5139062,1.0,0.09825705
239967180109398784,17.118473,19.338861,15.764171,1.5591457,1.0,0.06965575
239240746519040256,20.68131,21.274826,20.12401,1.1231068,0.954,0.10036698
239187351486610816,15.862105,17.683891,14.579862,1.5066692,1.0,0.07154203
239229029849308928,19.183842,20.41653,17.53532,2.1544294,1.0,0.09573294
142813473685179904,16.266258,18.036482,14.964234,1.5384675,1.0,0.09362457
142922978170738304,16.55487,18.293411,15.299114,1.4844145,1.0,0.09700713
142874737098263808,9.509297,9.853959,8.997155,1.2025999,1.0,0.09014307
142859481374439296,16.00314,17.711113,14.7549305,1.4793195,1.0,0.072099276
142610957386974336,12.574636,13.716709,11.513036,1.3723589,1.0,0.04210884
142603707480833920,19.391321,21.744875,17.919662,1.7155774,1.0,0.10608725
142955551202830848,15.570807,17.220417,14.335347,1.4721138,1.0,0.07287196
142883567549568896,19.114914,21.381117,17.543566,1.8795238,0.998,0.06814364
142695654141786624,7.746903,7.920883,7.427893,1.1825399,1.0,0.09965658
142690014849408512,13.768263,14.9069605,12.70846,1.3712969,1.0,0.09472645
142913220005113472,17.422247,19.360594,16.10291,1.5405383,1.0,0.09637741
238696797502243456,14.516907,16.07668,13.311682,1.4497349,1.0,0.065141924
235697222406230784,18.247215,20.660582,16.819536,1.6463174,1.0,0.095734596
142613259489440768,17.745613,20.499502,16.27621,1.6865913,1.0,0.064350665
235668467601219456,13.53972,14.670374,12.48359,1.3694125,1.0,0.073950425
235706091514605696,13.247912,14.334785,12.181178,1.390874,1.0,0.08024148
235706057154865280,13.171092,14.262816,12.1302805,1.3631588,1.0,0.080282256
139550363691991808,15.285572,16.933208,14.0545225,1.4670775,1.0,0.069993354
139550531195676032,12.195055,13.093718,11.25162,1.3206173,1.0,0.081343845
139572938038832128,20.755468,21.091637,19.163,2.3568428,0.958,0.05158734
139543972780685568,14.371208,15.632228,13.156472,1.5155826,1.0,0.06264427
139509613042453504,14.234396,15.753674,13.03051,1.4547131,1.0,0.060294483
139510227221713920,18.949402,21.255259,17.474533,1.7241372,1.0,0.098777816
139321149876099456,20.230043,20.868176,19.54604,1.193256,0.998,0.09272329
139587025532626048,13.969216,15.251272,12.848938,1.4038618,1.0,0.08323327
235600950715902848,18.250862,19.422482,16.71099,1.984943,0.55,0.11534905
139326028960063488,16.323076,18.040636,15.032882,1.5303934,1.0,0.08391272
139326338198320640,12.462512,13.302376,11.191706,1.691455,0.998,0.06801421
139329494996974208,19.915668,21.155886,18.381456,1.960812,0.868,0.11645813
139257717503546368,12.030532,13.404165,10.871662,1.4285907,1.0,0.034374706
235333318416753792,18.831158,19.558075,17.440905,1.8859324,0.56,0.107347906
235315348273197056,11.202992,12.225259,10.203454,1.3397372,1.0,0.03591455
234574109933697792,14.971964,16.259035,13.750165,1.518609,1.0,0.08981689
235627132835937152,9.747853,10.151932,9.173847,1.2140388,1.0,0.081342466
235423517026072960,10.170526,10.868434,9.364257,1.2658776,1.0,0.030393021
235647508160930432,10.653609,11.163855,9.992799,1.2269204,1.0,0.07889378
235542809741110784,12.529588,13.60523,11.485844,1.3700874,1.0,0.061091926
235542814037969920,16.577084,,,,0.81,0.059160013
235542500503885696,15.133065,16.568241,13.958309,1.4353528,1.0,0.09884139
235445507259137664,19.289354,20.869352,17.7989,1.8303176,1.0,0.1040459
235383247412615936,9.414893,10.500271,8.380354,1.3583903,1.0,0.015964326
235529860416628480,12.415723,13.2528925,11.513779,1.3014563,1.0,0.07883186
235526768040172672,7.217858,7.4634304,6.802753,1.1953721,1.0,0.061115723
235394826644598016,16.375998,18.013237,15.137218,1.4779518,1.0,0.09983494
235460483809399680,18.997442,21.078192,17.475582,1.8165414,1.0,0.06530196
235455231065085824,10.024434,10.800163,9.169643,1.2799284,1.0,0.033472266
234682755427080576,14.826803,16.135132,13.699992,1.4056664,1.0,0.079125635
238802518121205248,19.803265,21.413517,18.241991,1.9376259,0.96,0.058979232
238798433608754816,4.303629,4.8585443,3.6075153,1.2342176,1.0,0.0949073
238759675823239168,15.817119,17.29349,14.630877,1.4413611,1.0,0.09995784
235742233662354944,12.243532,13.545273,10.82152,1.7782732,0.982,0.026821073
235756767831966208,17.889719,19.979637,16.510727,1.6048281,1.0,0.099432044
235742783418167040,13.174612,14.807242,11.945569,1.4668748,1.0,0.027517404
235835490288139648,20.271196,22.338602,18.667818,1.9511812,0.814,0.076609515
235859851344756736,17.473282,19.224258,16.171022,1.5413088,1.0,0.09834608
235842052999634944,15.745712,15.821189,15.606487,1.1550401,1.0,0.037861906
238944187617792640,16.513433,17.42243,15.268609,1.6387295,0.96,0.115786955
238937796706664064,16.514513,18.370949,15.221131,1.5165544,1.0,0.09133159
238900099783635072,11.421523,12.226879,10.510005,1.3199873,1.0,0.052933745
238900099776792576,11.926667,12.78964,10.925267,1.3862493,1.0,0.053146314
238897458373764480,14.9657955,16.471388,13.7737,1.4432039,1.0,0.071775615
239253871940752128,11.208431,11.81245,10.4692545,1.2473176,1.0,0.079950124
239254765293939968,13.478865,15.105538,12.252791,1.4641963,1.0,0.036604725
239280672536574464,12.317313,13.210211,11.385688,1.3114471,1.0,0.07473147
