GaiaEDR3,Gmag,BPmag,WDprob,Dist50,Abs_V,BV_Color
2.05584E+17,18.7146,18.8307,0.989,0.09738,13.77225115,0.1161
2.80581E+17,17.6818,17.8142,1,0.09685,12.75130187,0.1324
4.81385E+18,19.8026,20.3737,0.999,0.09182,14.98791356,0.5711
2.56399E+17,18.775,19.0404,0.999,0.07907,14.28494131,0.2654
3.40703E+18,18.8865,19.0704,0.994,0.09295,14.04525303,0.1839
4.81089E+18,18.4956,18.8167,0.993,0.07432,14.1400715,0.3211
2.6718E+17,18.4922,18.7114,0.999,0.08701,13.79435416,0.2192
4.87607E+18,18.3658,18.8697,1,0.05003,14.86964749,0.5039
3.39296E+18,17.9872,18.4156,0.988,0.0446,14.74052571,0.4284
4.78528E+18,15.899,15.8527,0.994,0.08845,11.16551081,-0.0463
4.65145E+18,19.3922,19.8679,0.999,0.07154,15.11945532,0.4757
4.81259E+18,18.593,19.0195,1,0.09514,13.70118426,0.4265
3.22873E+18,18.6538,18.9178,1,0.09269,13.81863559,0.264
2.02512E+17,19.9377,20.4648,0.964,0.09824,14.97625823,0.5271
3.29081E+18,18.3931,18.7055,1,0.06401,14.36186086,0.3124
3.4079E+18,18.663,19.2435,0.999,0.05169,15.09596734,0.5805
3.4079E+18,18.5527,19.1083,0.998,0.05104,15.01314667,0.5556
1.56319E+17,19.9398,20.4174,0.999,0.09237,15.11214528,0.4776
4.66125E+18,16.8012,16.8243,0.949,0.05927,12.93702536,0.0231
2.05824E+17,18.3827,18.5148,0.762,0.06351,14.36848944,0.1321
2.97679E+18,17.0935,17.3765,0.986,0.03846,14.1684536,0.283
2.96103E+18,20.7525,20.943,0.983,0.06505,16.6862635,0.1905
4.77311E+18,19.3381,19.7761,0.999,0.06827,15.16695049,0.438
2.98281E+18,15.7845,16.175,0.865,0.01935,14.35109515,0.3905
2.83929E+17,19.6356,19.503,0.941,0.03608,16.84926736,-0.1326
4.66457E+18,19.6582,20.0504,0.999,0.09328,14.80925731,0.3922
4.82551E+18,20.7306,21.2494,0.873,0.08978,15.96470199,0.5188
4.82363E+18,19.0116,19.2532,0.999,0.09914,14.03035543,0.2416
3.39218E+18,14.0986,14.0332,0.884,0.03858,11.16678888,-0.0654
2.55194E+17,20.4292,20.9915,0.685,0.1179,15.07163097,0.5623
3.41527E+18,19.9458,20.6259,0.784,0.08739,15.2384913,0.6801
4.76453E+18,17.4425,17.5483,1,0.09788,12.4890302,0.1058
3.29086E+18,19.9519,20.4868,0.993,0.11147,14.71610999,0.5349
3.21301E+18,20.2796,20.7511,0.982,0.11302,15.01382349,0.4715
4.83727E+17,18.5864,18.4689,1,0.10133,13.55770979,-0.1175
4.62427E+18,20.5734,20.8969,0.983,0.10742,15.41797426,0.3235
3.40883E+18,17.638,18.0666,1,0.04051,14.60018878,0.4286
2.05635E+17,16.5261,16.3798,0.504,0.03383,13.87959001,-0.1463
3.41495E+18,19.1031,19.5916,0.999,0.08648,14.4185216,0.4885
4.6639E+18,18.0609,18.0085,0.805,0.04357,14.8649622,-0.0524
3.18196E+18,19.3336,19.7581,0.985,0.1048,14.23179359,0.4245
4.66123E+18,19.7914,20.7097,0.967,0.07596,15.38847522,0.9183
2.95984E+18,16.8031,16.8642,1,0.04342,13.6146509,0.0611
3.42189E+18,16.2267,16.1447,1,0.0537,12.57682857,-0.082
2.02161E+17,19.2557,19.9037,0.997,0.07019,15.02432379,0.648
3.23522E+18,19.6398,20.2612,0.999,0.08994,14.87003558,0.6214
2.6263E+17,18.4349,18.6308,0.999,0.07187,14.15216178,0.1959
1.81781E+17,18.3812,18.752,1,0.06343,14.36972644,0.3708
3.24176E+18,19.704,20.1975,0.999,0.09782,14.75186171,0.4935
3.18369E+18,20.2504,20.9081,1,0.09726,15.31072867,0.6577
2.05622E+17,19.1336,19.5429,0.999,0.08487,14.48982899,0.4093
1.56036E+17,19.4484,19.7676,0.999,0.10233,14.39838513,0.3192
2.07087E+17,20.2668,20.8526,0.851,0.11616,14.94151698,0.5858
1.88525E+17,19.1355,19.6124,0.979,0.05572,15.40544446,0.4769
3.23828E+18,19.4186,20.0004,0.996,0.06709,15.28531104,0.5818
3.40806E+18,18.2184,18.5034,1,0.07175,13.93929047,0.285
3.21127E+18,18.9392,19.3247,0.999,0.07734,14.49717916,0.3855
4.76428E+18,17.9393,18.0972,1,0.06977,13.72095639,0.1579
4.81256E+18,19.9521,20.467,0.999,0.10029,14.94581184,0.5149
2.98658E+18,17.0835,17.4645,0.991,0.03465,14.38498381,0.381
5.03423E+17,19.0444,19.5471,0.999,0.04544,15.75720839,0.5027
3.22752E+18,20.3966,20.7626,0.991,0.10901,15.2092683,0.366
3.41496E+18,14.697,14.6477,0.974,0.05149,11.13838554,-0.0493
4.87534E+18,18.5843,18.9786,1,0.08266,13.997823,0.3943
1.81289E+17,18.7606,18.9513,0.999,0.09659,13.83593917,0.1907
4.77303E+18,18.686,18.9163,0.999,0.08578,14.01906979,0.2303
2.98647E+18,17.6114,18.0641,1,0.03742,14.74588108,0.4527
2.02524E+17,19.0984,19.3893,0.999,0.09253,14.26698719,0.2909
2.97574E+18,20.527,21.1164,0.932,0.11531,15.21766514,0.5894
1.56379E+17,17.7579,17.9021,1,0.09487,12.8722555,0.1442
4.76293E+18,18.4087,18.5394,0.999,0.08869,13.66932673,0.1307
4.82448E+18,18.7076,19.1997,0.986,0.05558,14.98300729,0.4921
5.53361E+17,20.1713,20.8555,0.976,0.09412,15.30289041,0.6842
2.62393E+17,19.8256,20.4567,0.999,0.08909,15.07645521,0.6311
4.87624E+18,19.7992,20.2111,0.999,0.10463,14.70091887,0.4119
4.98015E+17,16.2018,16.2871,1,0.05631,12.44887236,0.0853
4.98015E+17,17.7089,17.994,1,0.05631,13.95597236,0.2851
3.21216E+18,17.5099,17.649,1,0.0866,12.82231054,0.1391
1.85212E+17,18.4386,18.5967,0.99,0.10149,13.40648374,0.1581
4.62405E+18,20.0876,20.4268,0.974,0.10612,14.95861379,0.3392
3.1829E+18,20.2179,20.6646,0.998,0.1105,15.00108861,0.4467
3.23482E+18,15.0628,14.9667,1,0.06409,11.02884864,-0.0961
4.6495E+18,18.9488,19.2573,0.999,0.10183,13.90942128,0.3085
3.22107E+18,19.4483,20.1884,0.997,0.07083,15.19721379,0.7401
3.18281E+18,19.7289,20.2059,0.999,0.08615,15.05262359,0.477
4.62165E+18,19.226,19.5903,0.999,0.07002,14.99988947,0.3643
3.42205E+18,19.6614,20.1125,0.995,0.09336,14.81059578,0.4511
1.88502E+17,18.1917,18.3263,0.999,0.09738,13.24935115,0.1346
3.41579E+18,15.0435,14.9512,0.992,0.0653,10.96893409,-0.0923
3.22745E+18,14.8209,14.7583,1,0.06042,10.9149964,-0.0626
2.67076E+17,20.3582,20.9065,0.876,0.11413,15.07120091,0.5483
3.21468E+18,18.298,18.461,1,0.08414,13.67298746,0.163
2.81001E+17,17.1134,17.2018,1,0.09837,12.14908664,0.0884
3.24153E+18,16.7859,16.9446,1,0.05946,12.91477548,0.1587
3.23473E+18,19.1688,19.6482,0.999,0.07167,14.89211298,0.4794
3.23887E+18,15.3757,15.3831,0.859,0.04968,11.89479206,0.0074
3.23887E+18,14.2265,14.1373,0.992,0.04945,10.75566852,-0.0892
3.21446E+18,16.7172,16.7575,1,0.07129,12.45205693,0.0403
4.81056E+18,20.875,21.0763,0.522,0.09618,15.95957614,0.2013
2.98297E+18,18.9891,19.2953,0.999,0.09646,14.06736371,0.3062
2.61596E+17,19.202,19.5318,0.998,0.0929,14.36192143,0.3298
2.96273E+18,18.7438,19.1873,0.999,0.0992,13.76124164,0.4435
4.82398E+18,18.5999,18.8776,1,0.0892,13.84807573,0.2777
2.98299E+18,19.9329,20.2,0.999,0.1016,14.89843146,0.2671
3.39182E+18,20.152,20.6779,0.926,0.11425,14.86271896,0.5259
3.22785E+18,19.7331,20.241,0.999,0.10411,14.64563777,0.5079
1.56163E+17,16.9794,17.0542,0.993,0.06536,12.90283978,0.0748
3.2424E+18,16.7882,16.8371,0.992,0.0951,11.89729742,0.0489
2.96246E+18,17.1657,17.313,0.977,0.04823,13.74911369,0.1473
4.82678E+18,19.1026,19.5724,0.999,0.07988,14.59040972,0.4698
2.6125E+17,20.4861,20.9194,0.652,0.11325,15.21590895,0.4333
3.2121E+18,18.2759,18.4798,1,0.10186,13.23588164,0.2039
4.76063E+18,17.1733,17.2705,1,0.08788,12.45384976,0.0972
2.96229E+18,19.5203,19.9845,0.998,0.10114,14.49568525,0.4642
4.66199E+18,19.1503,19.4627,0.955,0.10163,14.11519037,0.3124
1.56407E+17,20.3056,20.7391,0.958,0.10012,15.3029958,0.4335
1.56407E+17,18.8032,19.0171,0.999,0.10013,13.80037892,0.2139
3.18258E+18,17.4761,17.6048,1,0.07817,13.01089944,0.1287
2.61268E+17,17.5271,17.845,0.893,0.06359,13.51015588,0.3179
2.79482E+17,19.2984,19.7022,0.999,0.07899,14.81053943,0.4038
4.76073E+18,18.7215,19.1557,0.999,0.09917,13.73959843,0.4342
4.62123E+18,18.3019,18.6205,1,0.07088,14.04928146,0.3186
3.42256E+18,19.2566,19.6118,0.962,0.09598,14.34569627,0.3552
3.21178E+18,17.5161,17.8398,0.997,0.047,14.15561071,0.3237
3.2389E+18,19.3263,20.1086,0.964,0.0994,14.33936808,0.7823
3.4208E+18,19.5327,20.0633,0.997,0.10614,14.40330458,0.5306
5.56856E+17,19.3192,19.8872,0.999,0.06944,15.11115144,0.568
3.23496E+18,18.675,18.8706,1,0.09527,13.78021917,0.1956
1.87185E+17,20.6225,20.2359,0.546,0.11636,15.29348144,-0.3866
3.388E+18,19.8918,20.6935,0.897,0.07221,15.59881328,0.8017
4.8277E+18,19.7011,20.0979,0.999,0.10512,14.59267324,0.3968
2.12907E+17,18.7124,19.2448,0.993,0.05752,14.91330561,0.5324
3.24212E+18,19.6139,20.2223,0.959,0.07058,15.37049173,0.6084
2.12907E+17,19.4956,20.2459,0.955,0.05704,15.71470242,0.7503
3.38809E+18,20.2034,20.7808,0.977,0.09454,15.32532201,0.5774
1.88283E+17,17.655,18.0055,1,0.06084,13.73405397,0.3505
3.41383E+18,19.2971,19.8083,0.855,0.06955,15.08561433,0.5112
2.65912E+17,17.3505,17.4818,1,0.05625,13.59988737,0.1313
4.81287E+18,15.9795,16.0256,0.983,0.06068,12.06427214,0.0461
3.39198E+18,19.2049,19.5349,0.997,0.1089,14.0197606,0.33
2.96119E+18,18.275,18.5107,1,0.06242,14.29838118,0.2357
3.38721E+18,17.8979,18.0651,1,0.09598,12.98699627,0.1672
2.62507E+17,20.1489,20.6646,0.977,0.09792,15.19454298,0.5157
4.82732E+18,18.5649,18.9323,1,0.06289,14.57199203,0.3674
3.20876E+18,18.3201,18.5787,1,0.08152,13.76377915,0.2586
3.40775E+18,19.5794,20.0993,0.994,0.08964,14.81689076,0.5199
2.9832E+18,18.8706,18.8677,0.671,0.09178,14.05685973,-0.0029
4.76969E+18,18.3324,18.4841,1,0.08348,13.7244878,0.1517
3.24215E+18,15.7683,16.0058,0.977,0.02146,14.11015141,0.2375
2.84429E+17,20.445,20.8247,0.965,0.11764,15.09222492,0.3797
2.64967E+17,17.5962,17.6274,0.725,0.05656,13.833653,0.0312
2.9832E+18,15.8404,15.8951,0.988,0.05922,11.97805798,0.0547
4.79779E+18,19.049,19.8552,0.998,0.05388,15.39186206,0.8062
4.82616E+18,17.8672,17.9874,1,0.09547,12.96786539,0.1202
4.82616E+18,19.2496,19.6044,0.999,0.09814,14.29036973,0.3548
1.89135E+17,18.6745,19.1474,0.99,0.08846,13.94076532,0.4729
2.13147E+17,19.1503,19.424,0.999,0.09195,14.33254133,0.2737
3.41423E+18,20.5925,20.77,0.827,0.11279,15.33114702,0.1775
2.98192E+18,18.8874,18.8687,0.527,0.07068,14.6409173,-0.0187
4.82785E+18,18.1042,18.4424,1,0.08077,13.56794959,0.3382
1.87036E+17,17.9294,18.2146,1,0.06156,13.98290694,0.2852
3.42271E+18,19.6648,19.9241,0.898,0.10318,14.59682238,0.2593
2.98857E+18,15.5945,15.5685,1,0.07088,11.34188146,-0.026
3.2409E+18,17.5713,17.6517,1,0.07531,13.18703676,0.0804
4.78213E+17,19.4732,19.7495,0.998,0.10019,14.46907812,0.2763
1.8733E+17,17.3961,17.6799,0.986,0.05272,13.78622299,0.2838
4.79278E+17,20.3075,20.8797,0.975,0.09493,15.4204826,0.5722
4.81938E+18,16.937,17.0384,0.995,0.07305,12.6188989,0.1014
2.85659E+17,19.7792,20.4965,0.999,0.09133,14.97613271,0.7173
3.42094E+18,20.3996,20.969,0.535,0.10884,15.21565733,0.5694
4.84232E+17,18.568,19.0622,1,0.05233,14.97424633,0.4942
3.42219E+18,18.5703,18.8735,0.999,0.06809,14.40488333,0.3032
2.61664E+17,15.2315,15.3014,0.923,0.03852,12.30306861,0.0699
2.98984E+18,19.1729,19.7314,0.999,0.06858,14.9919126,0.5585
3.41385E+18,18.7529,19.0277,0.999,0.08474,14.1124577,0.2748
2.98319E+18,18.1235,18.2477,1,0.10058,13.11094184,0.1242
3.24078E+18,17.1555,17.2608,1,0.08251,12.57296706,0.1053
3.42241E+18,16.3978,16.6419,1,0.03006,14.00785512,0.2441
2.67403E+17,20.1863,20.7005,0.999,0.11387,14.9042534,0.5142
4.65213E+18,15.4021,15.3372,1,0.07392,11.05829021,-0.0649
2.67713E+17,18.6126,18.8808,1,0.07284,14.30075031,0.2682
4.78199E+17,19.4137,20.1994,0.96,0.06097,15.48811902,0.7857
2.08328E+17,20.4175,20.9529,0.859,0.10343,15.34426738,0.5354
2.85854E+17,20.5037,20.6367,0.994,0.11608,15.179913,0.133
2.61671E+17,17.4824,17.644,1,0.07829,13.01386853,0.1616
2.9633E+18,18.3488,18.5876,1,0.07654,13.92935771,0.2388
3.39044E+18,19.243,19.7616,0.997,0.0804,14.71671976,0.5186
3.38843E+18,18.7311,18.9437,0.998,0.09239,13.90297516,0.2126
4.82583E+18,20.7729,20.6986,0.67,0.1144,15.48076988,-0.0743
2.66347E+17,20.5677,20.9475,0.787,0.11635,15.23886806,0.3798
3.23376E+18,19.9926,20.4155,0.982,0.09483,15.10787125,0.4229
3.40175E+18,17.8636,18.0331,1,0.09512,12.97224079,0.1695
4.77193E+18,20.7472,21.1264,0.712,0.11578,15.42903227,0.3792
2.98997E+18,18.9947,19.2647,1,0.09831,14.03171152,0.27
4.85375E+17,18.6776,19.0539,1,0.06434,14.63519472,0.3763
3.24119E+18,18.9081,19.2191,0.999,0.09513,14.01651252,0.311
5.58286E+17,18.536,18.9978,0.996,0.05912,14.67732787,0.4618
4.80057E+18,19.2146,19.2936,0.996,0.09578,14.30822584,0.079
3.41387E+18,20.4947,21.1418,0.987,0.1029,15.43262313,0.6471
2.80136E+17,19.5319,19.9577,0.999,0.07307,15.21320446,0.4258
3.39531E+18,19.9546,20.3958,0.988,0.10635,14.82091253,0.4412
3.33863E+18,16.4333,16.5381,1,0.07344,12.10363666,0.1048
3.42146E+18,19.206,19.6556,0.999,0.08304,14.6095633,0.4496
3.38865E+18,17.8731,17.9453,0.999,0.08377,13.25765742,0.0722
2.8484E+17,20.6818,20.9564,0.882,0.11046,15.46577481,0.2746
5.02609E+17,18.6812,19.1308,1,0.05935,14.81409638,0.4496
1.87975E+17,20.152,20.5981,0.964,0.10909,14.96307529,0.4461
2.95456E+18,17.7368,17.9403,1,0.07116,13.4756203,0.2035
4.7698E+18,18.8456,19.1511,0.999,0.07691,14.41568594,0.3055
3.2412E+18,19.746,20.2822,0.999,0.10113,14.72159996,0.5362
4.82257E+18,19.4984,19.9329,0.999,0.08894,14.75291437,0.4345
3.3388E+18,19.6293,20.2187,0.999,0.09663,14.7037401,0.5894
2.66376E+17,19.6163,19.9465,0.999,0.11028,14.40381621,0.3302
3.38855E+18,19.2219,19.6583,0.998,0.07974,14.71351884,0.4364
2.98905E+18,20.1157,20.922,0.952,0.07983,15.60486935,0.8063
2.95783E+18,18.1964,18.4039,1,0.07817,13.73119944,0.2075
3.23447E+18,19.3581,20.1204,0.963,0.06959,15.14536582,0.7623
4.81977E+18,16.7514,16.9428,1,0.06091,12.827957,0.1914
4.7733E+18,18.4915,18.9744,1,0.05997,14.60182976,0.4829
2.98159E+18,16.2019,16.1961,0.987,0.08361,11.59060888,-0.0058
3.20744E+18,20.7223,20.9494,0.86,0.10967,15.52186078,0.2271
4.81952E+18,20.2711,20.6732,0.986,0.10864,15.09115122,0.4021
2.07288E+17,19.5296,19.9933,0.964,0.09905,14.5503276,0.4637
4.77196E+18,19.0049,19.3868,0.999,0.07526,14.62207893,0.3819
3.41482E+18,16.5012,16.58,0.989,0.06659,12.38415493,0.0788
4.97883E+17,17.789,17.7788,1,0.09887,12.81367733,-0.0102
3.21352E+18,17.433,17.5123,1,0.09548,12.53343795,0.0793
4.76109E+18,19.315,19.5326,0.987,0.10373,14.23547811,0.2176
4.79998E+18,18.1098,18.4863,0.991,0.06741,13.96617836,0.3765
3.23423E+18,17.0695,17.2501,1,0.07089,12.81657512,0.1806
4.84261E+17,19.6144,19.9863,0.998,0.10247,14.56141632,0.3719
4.65212E+18,17.9681,18.5083,0.861,0.03964,14.97743177,0.5402
4.80681E+18,18.8431,19.0343,1,0.10306,13.77764931,0.1912
2.6293E+17,20.8336,21.308,0.832,0.11302,15.56782349,0.4744
3.20996E+18,16.4505,16.5474,1,0.05816,12.62737801,0.0969
1.87495E+17,19.8003,20.2073,0.994,0.10063,14.78666264,0.407
1.95132E+17,18.2096,18.5829,0.993,0.09215,13.3871233,0.3733
5.03537E+17,16.03,16.0139,1,0.0863,11.34994602,-0.0161
3.38728E+18,20.7092,21.0404,0.795,0.11026,15.49711006,0.3312
3.3873E+18,19.1851,19.4583,0.999,0.10586,14.06144055,0.2732
3.22174E+18,19.5495,19.9488,0.999,0.09969,14.55624202,0.3993
1.87576E+17,15.3686,15.2695,0.967,0.07463,11.00403279,-0.0991
3.44691E+18,15.5794,15.5909,1,0.0571,11.79621946,0.0115
3.38727E+18,20.5758,21.1833,0.856,0.11368,15.29737968,0.6075
2.96945E+18,16.4766,16.6408,1,0.04177,13.37227762,0.1642
3.23428E+18,18.1897,18.4298,1,0.06987,13.96824628,0.2401
1.95015E+17,20.404,20.8549,0.93,0.11772,15.04974873,0.4509
2.95777E+18,18.248,18.6107,1,0.06149,14.30397753,0.3627
4.84174E+17,18.7862,19.0313,0.999,0.10264,13.72961678,0.2451
3.22214E+18,18.6647,18.9487,1,0.08381,14.0482208,0.284
4.80689E+18,19.0375,19.299,0.999,0.09606,14.12478709,0.2615
3.22174E+18,18.9861,19.4472,0.999,0.06421,14.94808665,0.4611
3.01405E+18,15.7453,15.5945,1,0.08423,11.117966,-0.1508
4.80038E+18,18.4919,18.6283,1,0.09675,13.56364513,0.1364
4.79972E+18,17.3365,17.4789,1,0.07955,12.83329908,0.1424
2.96169E+18,20.3415,20.8628,1,0.11267,15.08245853,0.5213
3.21048E+18,20.1495,20.8373,0.961,0.10477,15.04831528,0.6878
3.33853E+18,19.2645,19.6458,0.98,0.09002,14.49280496,0.3813
2.98919E+18,15.6809,15.5894,1,0.09511,10.78976909,-0.0915
1.81171E+17,16.047,16.1393,0.98,0.05068,12.52281697,0.0923
3.39409E+18,16.3326,16.4792,0.967,0.07355,11.99968661,0.1466
4.82666E+18,19.8696,20.4707,0.999,0.08731,15.16428006,0.6011
3.24097E+18,20.1397,20.6338,0.981,0.09014,15.36511223,0.4941
4.7702E+18,18.8864,19.1729,0.999,0.09916,13.90471741,0.2865
4.65798E+18,16.1075,16.0472,1,0.08467,11.4688522,-0.0603
2.9857E+18,18.5786,18.7982,1,0.092,13.75966086,0.2196
4.82633E+18,18.5091,18.9803,0.992,0.05399,14.84753336,0.4712
3.24138E+18,15.9404,15.897,0.994,0.06398,11.91017882,-0.0434
3.40157E+18,19.6349,20.0896,0.999,0.09351,14.78060972,0.4547
3.01501E+18,14.7103,14.72,0.954,0.04373,11.50640261,0.0097
4.79689E+18,19.138,19.4773,0.999,0.10213,14.09223334,0.3393
4.79997E+17,19.9823,20.4061,0.999,0.10966,14.78205879,0.4238
4.79972E+18,19.2464,19.5731,0.999,0.08796,14.5249739,0.3267
3.21405E+18,20.1045,20.5517,0.99,0.10528,14.99277062,0.4472
2.95701E+18,20.638,21.116,0.785,0.11819,15.27509634,0.478
2.95869E+18,16.3784,16.4,1,0.07001,12.15259961,0.0216
3.2344E+18,18.1593,18.3206,0.999,0.08802,13.43639318,0.1613
2.80334E+17,18.9092,19.1918,1,0.08793,14.18851463,0.2826
2.67569E+17,20.0347,20.6001,1,0.10833,14.86095628,0.5654
4.80873E+17,20.4719,20.5893,0.982,0.10847,15.2953518,0.1174
3.23623E+18,19.8785,20.4292,0.999,0.10514,14.76966014,0.5507
3.0142E+18,18.7899,19.1306,1,0.08147,14.23491142,0.3407
2.96816E+18,19.1122,19.4293,0.999,0.09582,14.20491917,0.3171
2.13459E+17,18.9047,19.1508,0.999,0.08954,14.14461455,0.2461
2.96829E+18,18.1695,18.3323,1,0.09273,13.3333987,0.1628
2.96917E+18,19.3525,19.8294,0.998,0.09677,14.42379629,0.4769
3.20915E+18,17.0664,17.2802,1,0.0402,14.04526973,0.2138
4.77261E+18,20.3319,20.8425,0.98,0.11112,15.10293884,0.5106
2.90522E+18,17.7617,18.046,1,0.04909,14.30673484,0.2843
4.76813E+18,20.3125,20.9461,0.978,0.10905,15.12437165,0.6336
3.01512E+18,16.5804,16.6223,0.995,0.06522,12.50849603,0.0419
4.65798E+18,16.4212,16.6043,0.984,0.04363,13.22227394,0.1831
4.76318E+18,17.319,17.6669,0.959,0.04173,14.21675808,0.3479
2.07658E+17,19.7592,20.2833,0.999,0.0915,14.95209453,0.5241
4.82319E+18,19.0006,19.4812,0.999,0.06856,14.82024596,0.4806
4.77242E+18,15.924,15.899,1,0.07786,11.467428,-0.025
3.22146E+18,19.2647,19.8521,0.982,0.07565,14.87065534,0.5874
1.80908E+17,18.0854,18.4027,1,0.06758,13.93630906,0.3173
2.96926E+18,18.7159,19.1798,0.99,0.08262,14.13047405,0.4639
3.38753E+18,18.6831,19.0185,0.999,0.09415,13.81399838,0.3354
3.41633E+18,19.5975,19.9012,0.953,0.1043,14.50607846,0.3037
3.3893E+18,16.7004,16.7089,1,0.10076,11.68395921,0.0085
3.20931E+18,13.8605,13.8031,0.956,0.03574,11.09472726,-0.0574
3.01492E+18,19.4898,20.0073,0.999,0.07869,15.01020227,0.5175
4.79913E+18,19.1545,19.5171,0.999,0.08595,14.48327059,0.3626
4.79894E+18,16.1827,16.2799,0.965,0.05429,12.50910079,0.0972
3.33936E+18,17.376,17.4414,1,0.08182,12.81170262,0.0654
2.90612E+18,17.2669,17.1541,1,0.09039,12.48629807,-0.1128
5.52281E+17,15.9917,15.965,1,0.07379,11.65171245,-0.0267
4.65868E+18,17.8187,17.9804,0.875,0.0787,13.33882634,0.1617
5.57104E+18,20.4166,21.1056,0.967,0.10416,15.32809514,0.689
2.96796E+18,16.7304,16.7126,1,0.09232,11.90392102,-0.0178
5.53717E+17,19.6317,19.9418,0.999,0.10191,14.59061599,0.3101
3.38945E+18,15.6941,15.6473,1,0.06042,11.7881964,-0.0468
4.77168E+18,18.2611,18.5401,1,0.07452,13.89973577,0.279
1.80898E+17,19.0043,19.528,0.993,0.07789,14.54689148,0.5237
3.40153E+18,19.7038,19.9104,0.998,0.10877,14.52125436,0.2066
2.97007E+18,16.5082,16.5306,0.992,0.06782,12.35141107,0.0224
4.65869E+18,16.9068,16.9763,0.993,0.08827,12.17773437,0.0695
4.65792E+18,18.0913,18.3109,1,0.06989,13.8692248,0.2196
2.98546E+18,18.5275,18.8151,0.862,0.07866,14.04873029,0.2876
2.95844E+18,20.4044,20.7213,0.996,0.11044,15.18876801,0.3169
4.77178E+18,18.7451,18.9101,0.996,0.09492,13.85831135,0.165
4.75723E+18,20.3129,20.9771,0.97,0.09771,15.36320493,0.6642
3.23626E+18,17.4804,17.543,1,0.08118,12.93315477,0.0626
3.21062E+18,19.1481,19.4106,0.999,0.09926,14.16422865,0.2625
3.33891E+18,19.5238,19.9444,0.999,0.10911,14.33447722,0.4206
1.93787E+17,19.7477,20.4012,0.936,0.07121,15.48499507,0.6535
3.4458E+18,20.1317,20.6894,0.952,0.09811,15.17313362,0.5577
3.23808E+18,16.3403,16.3179,1,0.0949,11.45396894,-0.0224
3.01304E+18,19.7155,20.009,0.999,0.07669,15.29180631,0.2935
2.95884E+18,19.4221,20.0218,0.999,0.09509,14.53142576,0.5997
4.82204E+18,16.1712,16.2321,1,0.08972,11.40675368,0.0609
1.93659E+17,18.5022,18.8184,1,0.08216,13.92889785,0.3162
3.41768E+18,20.1599,20.5329,0.872,0.1177,14.80601769,0.373
4.79903E+18,17.6821,17.9092,1,0.09102,12.88641584,0.2271
2.08022E+17,17.9593,18.5098,1,0.03889,15.01011028,0.5505
4.65787E+18,15.4551,15.3667,1,0.08514,10.80443177,-0.0884
4.76935E+18,17.9675,18.0543,1,0.0994,12.98056808,0.0868
3.41815E+18,18.1686,18.404,1,0.05915,14.30882626,0.2354
3.01506E+18,20.1201,20.7754,0.999,0.10804,14.95217712,0.6553
2.98375E+18,18.8007,19.2661,0.999,0.06912,14.60268135,0.4654
2.95884E+18,18.4088,18.992,0.992,0.04215,15.28481211,0.5832
4.80584E+18,18.4039,18.6925,1,0.07878,13.92182012,0.2886
2.97004E+18,19.0881,19.4763,0.999,0.08678,14.39600177,0.3882
3.44574E+18,19.2623,19.6487,0.998,0.08154,14.70544646,0.3864
2.12277E+17,19.0977,19.5818,0.998,0.07523,14.71574469,0.4841
3.33935E+18,18.9332,19.4139,0.976,0.07139,14.66501309,0.4807
3.44537E+18,18.538,18.6934,0.999,0.10203,13.49436057,0.1554
2.87159E+17,19.9879,20.4735,0.997,0.10867,14.80735166,0.4856
3.23758E+18,19.3781,19.7393,0.974,0.10588,14.25403034,0.3612
4.82301E+18,18.979,19.4988,0.999,0.06516,14.90909462,0.5198
2.90507E+18,15.9557,15.9365,1,0.04084,12.90027133,-0.0192
3.22177E+18,20.2892,21.0465,0.934,0.11335,15.01709238,0.7573
2.63427E+17,19.4124,19.9301,0.999,0.08811,14.68727399,0.5177
4.98207E+17,18.5727,18.9103,1,0.08465,13.93456519,0.3376
3.31764E+18,19.3302,19.4485,0.956,0.047,15.96971071,0.1183
3.33812E+18,19.0723,19.357,0.997,0.10731,13.91909903,0.2847
4.80574E+18,20.482,20.9205,0.996,0.10994,15.27622134,0.4385
2.90579E+18,18.8851,19.2003,0.999,0.09583,13.97759256,0.3152
4.79964E+18,17.1784,17.3909,0.996,0.05309,13.55333637,0.2125
3.39071E+18,19.4627,19.961,0.972,0.09556,14.56131929,0.4983
1.94127E+17,15.1018,15.0741,0.994,0.05445,11.42181058,-0.0277
2.98411E+18,20.1433,20.8224,0.999,0.10004,15.14243158,0.6791
1.90584E+17,16.7557,16.7482,1,0.09316,11.9095526,-0.0075
3.01482E+18,17.4027,17.5069,1,0.08656,12.71611376,0.1042
2.09272E+17,20.6814,21.1637,0.878,0.10472,15.58125183,0.4823
3.20979E+18,19.5546,19.9355,0.999,0.10065,14.5405311,0.3809
4.99055E+17,18.7413,19.11,0.999,0.0717,14.46370422,0.3687
2.1386E+17,15.9086,15.9079,1,0.0674,11.76530052,-0.0007
2.90497E+18,18.0959,18.2464,1,0.09083,13.30475343,0.1505
4.80569E+18,16.0853,16.1398,1,0.03833,13.1676059,0.0545
2.86316E+17,18.6525,19.1336,1,0.08635,13.97118829,0.4811
1.90669E+17,19.8715,20.1071,0.999,0.11019,14.66078908,0.2356
3.39723E+18,18.627,18.819,1,0.10384,13.5451766,0.192
