GaiaEDR3,Gmag,BPmag,WDprob,Dist50,Abs_V,BV_Color
3.91796E+18,19.7816,20.3156,0.999,0.09197,14.96336907,0.534
5.19723E+18,18.7911,19.1372,0.999,0.08658,14.10401209,0.3461
5.38262E+18,19.752,20.2728,0.999,0.09445,14.87599019,0.5208
8.64112E+17,17.8984,17.9981,1,0.07718,13.46087613,0.0997
3.794E+18,19.8082,20.4804,0.975,0.10758,14.6495423,0.6722
3.91766E+18,18.2869,18.7485,0.995,0.04794,14.88340985,0.4616
3.91791E+18,20.635,20.7975,0.872,0.10037,15.62698038,0.1625
3.54879E+18,20.026,20.4549,0.999,0.1072,14.87502607,0.4289
4.01854E+18,18.3281,18.9413,0.999,0.04355,15.1331592,0.6132
5.34556E+18,19.3739,19.8532,0.998,0.08924,14.62110219,0.4793
5.39839E+18,20.7032,20.7193,0.759,0.11619,15.37735624,0.0161
8.45973E+17,16.3513,16.4757,0.967,0.05821,12.526312,0.1244
3.4771E+18,18.0683,18.2112,1,0.076,13.66423204,0.1429
5.34552E+18,15.969,15.9356,1,0.08695,11.27265207,-0.0334
5.34338E+18,20.2474,20.6791,0.544,0.09189,15.43105874,0.4317
5.34508E+18,18.4751,18.9365,0.999,0.05455,14.79112623,0.4614
3.4781E+18,18.5583,18.6863,1,0.10043,13.54898269,0.128
4.01939E+18,14.8808,14.7772,1,0.07734,10.43877916,-0.1036
4.01897E+18,20.7124,20.7146,0.761,0.11319,15.4433597,0.0022
3.97431E+18,20.466,20.8034,0.928,0.10976,15.26377951,0.3374
3.91094E+18,17.8421,18.2118,1,0.04943,14.37214695,0.3697
3.91126E+18,17.5118,17.7435,0.962,0.0561,13.76698569,0.2317
7.65943E+17,19.2068,19.5559,0.998,0.09999,14.20701716,0.3491
5.3845E+18,19.659,20.1476,0.995,0.09506,14.76901095,0.4886
3.53991E+18,17.6464,17.862,1,0.08154,13.08954646,0.2156
3.97249E+18,17.8227,18.0011,1,0.08447,13.18918753,0.1784
5.3722E+18,17.8325,18.2977,1,0.05749,14.03453846,0.4652
5.38418E+18,19.661,20.2179,0.992,0.08382,15.04426172,0.5569
3.58688E+18,20.3685,20.1756,0.727,0.05791,16.55473218,-0.1929
3.97394E+18,18.7505,19.0853,0.998,0.09549,13.85071053,0.3348
3.90957E+18,20.2818,20.6797,0.993,0.10413,15.19392066,0.3979
3.48573E+18,20.1304,20.4201,0.993,0.10836,14.95605502,0.2897
3.47903E+18,19.5347,19.8751,0.999,0.10498,14.42916716,0.3404
3.47729E+18,20.6578,21.1513,0.955,0.11248,15.40242346,0.4935
4.01946E+18,12.4922,12.4045,0.721,0.01569,11.51408528,-0.0877
7.67724E+17,18.1743,18.3187,0.999,0.09565,13.27087513,0.1444
3.8009E+18,17.7197,17.8904,1,0.06519,13.64879509,0.1707
4.01774E+18,20.3953,20.9404,0.804,0.1094,15.20021339,0.5451
3.47731E+18,18.4621,18.691,0.999,0.09768,13.51307175,0.2289
7.90771E+17,19.7926,20.1982,0.999,0.08759,15.08032737,0.4056
3.79426E+18,17.9092,18.0213,1,0.10286,12.8479674,0.1121
3.97907E+18,17.3225,17.4698,1,0.07533,12.93766016,0.1473
3.48568E+18,18.4368,18.609,1,0.08537,13.78027359,0.1722
5.19724E+18,20.3241,20.5485,0.978,0.07973,15.81599118,0.2244
5.23727E+18,17.6687,17.8618,1,0.06085,13.74739709,0.1931
3.97899E+18,19.056,19.3496,0.997,0.10229,14.00683411,0.2936
3.91802E+18,18.761,19.0079,0.997,0.08628,14.08144932,0.2469
4.02411E+18,18.6013,18.9075,0.982,0.07659,14.18043965,0.3062
1.07958E+18,20.6095,21.0102,0.889,0.11405,15.32402355,0.4007
4.01722E+18,17.8516,17.9547,0.999,0.09953,12.86182998,0.1031
3.58669E+18,18.9379,19.3841,0.993,0.07351,14.60616789,0.4462
8.45983E+17,16.7403,16.8955,1,0.04743,13.36003438,0.1552
5.38461E+18,18.3531,18.453,0.999,0.09608,13.43993503,0.0999
3.54195E+18,18.778,19.0792,0.999,0.09948,13.78932112,0.3012
7.65629E+17,19.9358,20.0867,0.976,0.08449,15.30177345,0.1509
5.37955E+18,20.7051,20.6337,0.956,0.09867,15.73417436,-0.0714
4.01769E+18,15.5517,15.4807,0.94,0.07808,11.08900098,-0.071
3.79208E+18,18.9112,19.1281,0.999,0.1017,13.87459524,0.2169
5.22752E+18,19.1809,19.6118,0.999,0.08241,14.60100043,0.4309
3.48448E+18,19.0694,19.468,0.999,0.08731,14.36408006,0.3986
3.59988E+18,17.9982,18.4939,1,0.05102,14.45949773,0.4957
3.91781E+18,18.7514,18.947,0.999,0.08728,14.04682631,0.1956
3.5851E+18,16.4328,16.7191,1,0.02684,14.28888744,0.2863
1.0748E+18,20.0036,20.46,0.998,0.11138,14.76956393,0.4564
7.91837E+17,19.4081,20.0598,0.999,0.06596,15.31169677,0.6517
5.3364E+18,15.854,15.7742,1,0.08905,11.10583038,-0.0798
5.37277E+18,17.5225,17.9191,1,0.04139,14.43802287,0.3966
8.64109E+17,18.5427,18.7427,0.997,0.06409,14.50874864,0.2
3.59257E+18,16.6575,16.7184,1,0.08563,11.99437028,0.0609
8.4458E+17,19.5028,19.8722,0.998,0.09625,14.58579631,0.3694
5.3334E+18,18.9586,19.5595,0.999,0.06293,14.96431134,0.6009
3.58508E+18,20.4771,20.743,1,0.10672,15.33587092,0.2659
3.48375E+18,20.0856,20.7139,0.999,0.10357,15.00943012,0.6283
3.5886E+18,18.6891,19.269,0.999,0.06065,14.77494597,0.5799
3.793E+18,20.3991,20.7334,0.82,0.11507,15.09428943,0.3343
5.18887E+18,20.4264,20.4562,0.85,0.11635,15.09756806,0.0298
1.0795E+18,19.691,20.3925,0.999,0.08288,15.09875129,0.7015
5.33358E+18,18.6569,19.0988,0.999,0.07184,14.37506838,0.4419
3.59169E+18,20.4001,20.8503,0.883,0.11132,15.16723401,0.4502
4.01748E+18,17.6643,17.902,1,0.05326,14.03229419,0.2377
3.80063E+18,16.3877,16.3914,1,0.08514,11.73703177,0.0037
3.47775E+18,17.9411,18.1708,1,0.07588,13.54046339,0.2297
7.69376E+17,16.5968,16.6103,0.986,0.09052,11.81307727,0.0135
5.36966E+18,17.0736,16.9507,0.648,0.08171,12.51222395,-0.1229
3.47725E+18,17.786,18.0007,1,0.07069,13.53921009,0.2147
3.48549E+18,18.7731,19.1593,1,0.07715,14.33642035,0.3862
3.98078E+18,18.3901,19.1373,0.961,0.06285,14.39857359,0.7472
5.38601E+18,18.9817,19.4566,0.966,0.06952,14.77115118,0.4749
3.97412E+18,17.9488,17.9911,0.999,0.09421,13.07831498,0.0423
3.79901E+18,15.7708,15.8388,1,0.04822,12.35466397,0.068
3.98087E+18,18.8021,18.8497,0.992,0.07287,14.48935615,0.0476
3.79977E+18,20.6092,20.8522,0.62,0.11083,15.38591333,0.243
8.58407E+17,18.3129,18.5407,1,0.09262,13.47937612,0.2278
3.5925E+18,18.8052,19.1312,0.997,0.08495,14.15938308,0.326
1.07585E+18,17.7248,17.878,1,0.10117,12.69954125,0.1532
3.58502E+18,18.7732,19.1577,0.999,0.07506,14.3961572,0.3845
3.59188E+18,19.0086,19.3682,0.998,0.09698,14.0751891,0.3596
3.91771E+18,17.747,17.9681,1,0.05721,13.95964026,0.2211
5.38431E+18,19.8403,20.4956,0.998,0.0909,15.04748058,0.6553
5.34312E+18,18.8339,18.8441,0.983,0.10211,13.78855862,0.0102
5.3859E+18,16.3599,16.2993,1,0.07923,11.86545172,-0.0606
7.73915E+17,19.8223,20.2905,0.999,0.09175,15.00926964,0.4682
3.46489E+18,17.397,17.9767,0.94,0.02926,15.06562839,0.5797
3.97565E+18,17.8976,18.2867,1,0.05192,14.32092658,0.3891
5.38471E+18,18.5718,18.7585,0.985,0.0924,13.74344014,0.1867
7.66499E+17,19.0528,19.5813,0.999,0.07974,14.54441884,0.5285
4.02493E+18,19.4358,20.0182,0.998,0.08177,14.87283001,0.5824
7.87435E+17,19.3438,19.8072,0.999,0.09359,14.48765276,0.4634
3.54002E+18,16.4253,16.4163,1,0.09605,11.51281315,-0.009
8.44886E+17,18.4875,18.796,0.999,0.079,13.99936454,0.3085
3.54747E+18,18.6916,18.9128,1,0.09253,13.86018719,0.2212
1.05702E+18,19.526,19.9183,0.999,0.09419,14.65597602,0.3923
5.37024E+18,17.2638,17.4918,0.501,0.10889,12.07886001,0.228
3.89722E+18,19.4035,19.6897,0.998,0.09392,14.53970958,0.2862
5.19098E+18,18.8067,19.2909,0.999,0.05963,14.92937595,0.4842
3.97236E+18,19.1032,19.5432,0.999,0.08697,14.40635265,0.44
3.54052E+18,20.1372,20.7812,0.999,0.10372,15.05788746,0.644
3.58505E+18,20.0543,20.0328,0.963,0.05922,16.19195798,-0.0215
3.60001E+18,20.411,20.8786,0.929,0.11507,15.10618943,0.4676
5.38518E+18,18.4143,18.7867,1,0.05997,14.52462976,0.3724
1.06121E+18,17.7886,17.8897,0.975,0.05383,14.1334781,0.1011
4.00538E+18,19.2543,19.584,0.997,0.09507,14.36408253,0.3297
3.4803E+18,18.0015,18.1328,1,0.09829,13.03895332,0.1313
1.06242E+18,18.8966,19.1706,0.999,0.09227,14.0712974,0.274
3.50822E+18,19.8497,20.2386,0.974,0.09045,15.06765714,0.3889
3.48029E+18,15.0875,14.9383,0.795,0.07678,10.66125946,-0.1492
3.59974E+18,20.2538,20.7594,0.801,0.10689,15.10911461,0.5056
3.90992E+18,19.3392,19.7752,0.998,0.09571,14.43441342,0.436
3.9242E+18,18.3632,18.568,0.995,0.07583,13.96399472,0.2048
3.9099E+18,20.2114,20.4947,0.762,0.1152,14.9041376,0.2833
3.79313E+18,17.1627,17.3955,0.979,0.03962,14.17312764,0.2328
3.59875E+18,19.0388,19.4932,0.999,0.07619,14.62931013,0.4544
4.00537E+18,20.0422,20.5068,0.607,0.11612,14.71766486,0.4646
3.91651E+18,17.1613,17.4393,1,0.04776,13.76597841,0.278
3.9097E+18,19.0195,19.3733,0.999,0.0821,14.44778421,0.3538
3.9732E+18,19.9761,20.5159,0.994,0.10991,14.77091396,0.5398
7.72875E+17,19.6605,20.1985,0.999,0.09374,14.80087525,0.538
1.05699E+18,17.5905,17.7478,1,0.06211,13.62469235,0.1573
3.91297E+18,18.187,18.526,0.999,0.05279,14.57424169,0.339
5.3724E+18,20.0274,20.4074,0.972,0.10287,14.9659563,0.38
3.47739E+18,20.2484,20.6934,0.987,0.1119,15.00424957,0.445
3.54416E+18,19.0649,19.3733,0.999,0.08628,14.38534932,0.3084
1.057E+18,17.2717,17.4853,0.993,0.06253,13.29125786,0.2136
5.37867E+18,16.0423,16.0095,1,0.08578,11.37536979,-0.0328
3.91671E+18,17.9449,18.3247,1,0.05012,14.44484469,0.3798
3.58567E+18,17.4324,17.5797,1,0.07761,12.98281158,0.1473
3.54413E+18,19.1241,19.663,0.999,0.07603,14.71917505,0.5389
4.03234E+18,15.0914,15.0777,0.975,0.08986,10.32356793,-0.0137
3.49146E+18,17.595,17.9494,1,0.04242,14.45714668,0.3544
3.54066E+18,18.3008,18.642,0.993,0.06464,14.24829326,0.3412
7.72595E+17,20.7489,21.5369,0.526,0.11422,15.46018922,0.788
3.58871E+18,19.6432,20.2404,0.999,0.08329,15.04023569,0.5972
3.54737E+18,17.4291,17.5122,1,0.06627,13.32251515,0.0831
8.63319E+17,20.5999,21.248,0.957,0.10269,15.54225923,0.6481
5.38078E+18,16.2481,16.2274,1,0.09292,11.40755399,-0.0207
5.38114E+18,20.8422,20.6384,0.906,0.11453,15.5476037,-0.2038
5.34167E+18,19.8221,20.3492,0.999,0.10389,14.73923127,0.5271
3.57177E+18,16.3685,16.4015,0.999,0.06318,12.36560189,0.033
4.03101E+18,20.6671,20.9129,0.867,0.10806,15.49877518,0.2458
5.33314E+18,16.7466,16.8208,0.975,0.08271,12.1588099,0.0742
5.37901E+18,19.2192,19.5862,0.999,0.08711,14.51885993,0.367
3.4906E+18,18.4355,18.7246,0.999,0.06107,14.5063604,0.2891
3.59235E+18,19.9285,20.4152,0.999,0.09994,14.92980327,0.4867
8.63131E+17,16.1926,16.5647,0.966,0.02401,14.2906392,0.3721
3.92463E+18,19.0231,19.4974,0.977,0.07058,14.77969173,0.4743
3.46464E+18,17.7041,17.927,1,0.0511,14.1619955,0.2229
3.89598E+18,19.7087,19.8644,0.995,0.11415,14.42132042,0.1557
4.02157E+18,13.7069,13.6627,0.945,0.03133,11.22709803,-0.0442
5.37901E+18,18.6924,19.0104,0.999,0.08158,14.1344815,0.318
7.86075E+17,20.7765,20.7274,0.68,0.11131,15.54382909,-0.0491
3.89702E+18,16.7907,17.0077,0.99,0.06232,12.81756278,0.217
5.38084E+18,18.0663,18.2605,1,0.08616,13.38977155,0.1942
4.02154E+18,19.713,20.2873,0.999,0.09936,14.72694209,0.5743
3.79457E+18,16.2515,16.4794,0.994,0.03292,13.66420087,0.2279
3.57314E+18,17.7911,17.79,0.987,0.06839,13.61613698,-0.0011
5.37858E+18,18.7939,19.0788,0.999,0.09258,13.96131412,0.2849
1.12889E+18,16.8078,16.9593,0.924,0.07142,12.53870077,0.1515
3.5891E+18,16.0691,16.0087,1,0.09477,11.1857456,-0.0604
3.58933E+18,20.2762,20.8413,0.937,0.11407,14.99034279,0.5651
3.58564E+18,18.9519,19.2507,0.999,0.10037,13.94388038,0.2988
5.36867E+18,19.5856,20.0951,0.999,0.08239,15.00622749,0.5095
3.97619E+18,17.7858,17.9232,1,0.08394,13.16595518,0.1374
3.46548E+18,18.7653,18.9861,1,0.07947,14.26428393,0.2208
3.92274E+18,19.6411,20.14,0.998,0.08581,14.97341049,0.4989
7.69544E+17,18.3648,18.8533,1,0.0518,14.7931512,0.4885
7.91016E+17,18.3535,18.5933,0.979,0.07771,13.90111546,0.2398
3.9797E+18,18.8404,19.0939,0.999,0.07553,14.44980258,0.2535
7.87924E+17,18.2902,18.3728,1,0.10264,13.23361678,0.0826
5.22656E+18,18.4431,18.6674,0.991,0.07529,14.05941351,0.2243
3.97975E+18,18.8275,19.1675,0.999,0.05921,14.96552469,0.34
3.48431E+18,18.2925,18.6593,0.999,0.0622,14.32354808,0.3668
3.46376E+18,15.7462,15.7134,1,0.07495,11.37234181,-0.0328
3.91663E+18,19.8356,20.3658,0.988,0.09218,15.01241648,0.5302
5.36926E+18,19.4854,19.9142,0.998,0.10183,14.44602128,0.4288
5.225E+18,17.1548,17.9088,0.728,0.01997,15.65290968,0.754
4.02079E+18,17.6181,17.8268,1,0.06107,13.6889604,0.2087
3.79478E+18,19.5536,19.9211,0.998,0.08599,14.88136026,0.3675
3.57354E+18,20.0568,20.207,0.984,0.05652,16.29578923,0.1502
4.0042E+18,16.9743,17.0022,1,0.09674,12.04626958,0.0279
3.49231E+18,18.8435,19.2589,0.999,0.06506,14.77692971,0.4154
3.97451E+18,20.2726,20.4236,0.502,0.08891,15.52784695,0.151
3.91146E+18,15.847,15.9113,0.974,0.04299,12.68016277,0.0643
3.48075E+18,20.0943,20.603,0.999,0.09049,15.31129706,0.5087
5.34401E+18,20.5863,20.9781,0.915,0.11501,15.28262198,0.3918
5.37785E+18,15.7976,16.0807,1,0.02512,13.79750182,0.2831
3.97487E+18,14.2452,14.1185,0.957,0.06876,10.05852066,-0.1267
3.54379E+18,17.9141,18.3819,1,0.04327,14.73316552,0.4678
3.57355E+18,20.048,20.7341,1,0.09296,15.20651942,0.6861
4.00383E+18,20.2195,20.8665,0.714,0.10451,15.12371076,0.647
3.91269E+18,20.2828,20.7009,0.947,0.1141,14.99637178,0.4181
3.48085E+18,17.008,17.1128,1,0.06835,12.83430741,0.1048
3.5443E+18,19.4125,19.8393,0.999,0.10455,14.31587981,0.4268
3.57349E+18,17.1892,17.2662,0.986,0.07793,12.73067662,0.077
5.37782E+18,19.0177,19.3816,0.999,0.08898,14.27123799,0.3639
3.57178E+18,18.5751,18.9857,0.989,0.04831,15.15491481,0.4106
4.03241E+18,17.9698,18.2163,1,0.07229,13.67440888,0.2465
3.79442E+18,17.3742,17.4037,1,0.06829,13.20241444,0.0295
5.37838E+18,15.3738,15.3419,0.967,0.06585,11.2810211,-0.0319
3.60213E+18,18.7296,18.934,0.999,0.09599,13.81847004,0.2044
5.38135E+18,18.1949,18.8616,0.798,0.03901,15.23902025,0.6667
3.48078E+18,17.1849,17.5318,0.992,0.031,14.72809153,0.3469
8.63419E+17,19.3395,19.7526,0.999,0.09441,14.46441001,0.4131
7.74418E+17,18.7516,19.1023,0.99,0.08789,14.03190268,0.3507
4.01949E+18,19.8481,20.4102,0.993,0.10394,14.76418644,0.5621
3.49246E+18,17.266,17.3195,1,0.09918,12.28387948,0.0535
5.33537E+18,18.9146,19.2383,0.999,0.07954,14.41167207,0.3237
5.38152E+18,18.7815,19.189,0.997,0.07749,14.3352717,0.4075
7.73313E+17,20.701,20.7629,0.832,0.11053,15.48359915,0.0619
4.00418E+18,17.979,18.4897,1,0.04369,14.77708978,0.5107
7.681E+17,20.5641,21.0954,0.965,0.1149,15.26249986,0.5313
7.69909E+17,20.6738,20.9648,0.8,0.11364,15.39614387,0.291
7.92482E+17,19.2926,19.6394,0.999,0.10004,14.29173158,0.3468
5.3686E+18,18.0466,18.1529,1,0.09935,13.06076064,0.1063
3.48079E+18,20.7693,20.6536,0.865,0.07977,16.26010204,-0.1157
1.07512E+18,19.3142,19.8079,0.999,0.08808,14.58981347,0.4937
3.57353E+18,18.8023,19.0679,0.999,0.09442,13.92698002,0.2656
3.92479E+18,19.9963,20.4999,0.936,0.08795,15.27512078,0.5036
3.79603E+18,20.2119,20.6927,0.978,0.11591,14.89129547,0.4808
4.00419E+18,19.365,20.4254,0.842,0.03011,16.97144622,1.0604
5.23553E+18,20.1109,20.4853,0.925,0.08966,15.34790633,0.3744
3.92454E+18,19.7169,20.1163,0.911,0.08832,14.9866047,0.3994
8.4054E+17,17.5563,17.6096,1,0.07997,13.04166452,0.0533
3.49033E+18,18.594,18.8835,1,0.08824,13.8656725,0.2895
3.57309E+18,18.8962,19.4167,0.999,0.0642,14.85852486,0.5205
4.00544E+18,15.6575,15.7065,1,0.05039,12.14577821,0.049
3.49053E+18,16.2908,16.4854,1,0.02937,13.95128027,0.1946
3.46373E+18,18.2389,18.404,0.999,0.07625,13.82770076,0.1651
3.97489E+18,20.6388,20.821,0.824,0.11221,15.38864219,0.1822
3.59842E+18,16.4273,16.5293,0.994,0.04151,13.33653633,0.102
4.01973E+18,16.5787,16.738,0.984,0.04386,13.36835686,0.1593
3.89585E+18,17.5547,17.876,1,0.04681,14.20300679,0.3213
8.63215E+17,19.6117,20.0852,0.999,0.08989,14.8431431,0.4735
5.23345E+18,20.0699,20.6467,0.982,0.09683,15.13985034,0.5768
3.46695E+18,19.0773,19.743,0.993,0.09193,14.2600137,0.6657
3.49397E+18,18.4183,18.5663,0.999,0.09148,13.61166922,0.148
1.05828E+18,15.1271,15.3403,0.965,0.01709,13.96338969,0.2132
4.0212E+18,18.3139,18.6536,0.999,0.06673,14.19229438,0.3397
3.46701E+18,20.2226,20.711,1,0.10393,15.13889536,0.4884
3.9228E+18,18.854,19.3665,0.999,0.07336,14.52670339,0.5125
3.57319E+18,17.7016,17.8061,1,0.09958,12.71073939,0.1045
5.19778E+18,20.5186,20.9496,0.939,0.10541,15.40419093,0.431
8.40622E+17,16.6985,16.7702,1,0.07681,12.27141117,0.0717
5.36872E+18,20.0404,20.4266,0.919,0.10397,14.95585978,0.3862
3.89252E+18,19.7375,20.3613,0.965,0.08587,15.06829269,0.6238
3.58909E+18,17.3726,17.643,0.986,0.05175,13.80304823,0.2704
3.48722E+18,15.7254,15.9225,1,0.02518,13.72012137,0.1971
4.03452E+18,19.6252,20.0507,0.999,0.0937,14.76650205,0.4255
3.91334E+18,19.9528,20.4893,0.967,0.1059,14.8283202,0.5365
7.6814E+17,16.1472,16.1164,1,0.09328,11.29825731,-0.0308
7.86568E+17,19.6349,20.1718,0.999,0.08375,15.01997592,0.5369
5.38152E+18,18.9012,19.2231,0.998,0.09325,14.0529558,0.3219
5.37145E+18,19.0135,19.344,1,0.09404,14.1469369,0.3305
7.72971E+17,20.6942,21.1614,0.911,0.0973,15.7536358,0.4672
3.89745E+18,14.9625,14.9916,0.893,0.04032,11.93489738,0.0291
4.00084E+18,20.2408,20.4473,0.999,0.09621,15.32469893,0.2065
5.34196E+18,17.9043,18.1268,1,0.07666,13.48145593,0.2225
3.49219E+18,17.6311,17.7769,1,0.0852,12.97890203,0.1458
3.97461E+18,17.9444,18.1371,1,0.07569,13.54920747,0.1927
3.57156E+18,19.6757,20.0807,0.999,0.08622,14.99765991,0.405
3.49118E+18,20.2197,20.5238,0.975,0.115,14.9162108,0.3041
3.58818E+18,20.4607,20.4747,0.98,0.1126,15.20300805,0.014
8.45435E+17,20.4607,21.0052,0.99,0.10859,15.28175083,0.5445
4.0039E+18,19.7837,19.9761,0.775,0.11565,14.46797181,0.1924
4.02004E+18,19.6679,20.1356,0.998,0.10279,14.60814567,0.4677
4.02134E+18,18.3801,18.7248,0.999,0.10169,13.34370876,0.3447
3.588E+18,19.5178,20.1499,0.998,0.07333,15.19139158,0.6321
3.57156E+18,16.0306,16.0461,1,0.07126,11.76637091,0.0155
5.234E+18,18.005,18.1881,1,0.0819,13.43858049,0.1831
4.03454E+18,19.9718,20.3034,0.999,0.1055,14.8555377,0.3316
5.37776E+18,20.2997,20.567,0.986,0.10303,15.2348815,0.2673
3.60178E+18,17.9948,18.199,1,0.09126,13.19339768,0.2042
5.37772E+18,20.2212,20.6925,0.985,0.10499,15.11546032,0.4713
5.19111E+18,20.1481,20.6022,0.988,0.07961,15.64326188,0.4541
3.54273E+18,20.5826,20.5018,0.611,0.11469,15.28497224,-0.0808
5.34379E+18,20.0587,20.485,0.999,0.10981,14.85549054,0.4263
3.54307E+18,17.6976,17.8766,1,0.08253,13.11454077,0.179
3.47962E+18,17.1085,17.379,0.989,0.03938,14.13212144,0.2705
5.1979E+18,18.6114,18.8742,0.999,0.09402,13.74529877,0.2628
5.34138E+18,16.8426,16.8611,1,0.09853,11.87475759,0.0185
3.56809E+18,18.6831,18.8946,0.996,0.09495,13.79562515,0.2115
4.03413E+18,17.5661,17.7099,1,0.0808,13.0290432,0.1438
3.91205E+18,20.3199,20.9727,0.862,0.10341,15.24708731,0.6528
3.89632E+18,18.2732,18.5115,0.988,0.07673,13.84837401,0.2383
4.0044E+18,15.5496,15.6453,1,0.02653,13.43091375,0.0957
3.57474E+18,15.5875,15.5917,1,0.06227,11.61610567,0.0042
3.46003E+18,20.0749,20.6039,0.999,0.09024,15.29790457,0.529
4.00801E+18,19.6688,20.1819,0.999,0.10264,14.61221678,0.5131
8.58652E+17,17.3728,17.4862,0.992,0.06013,13.47734398,0.1134
7.68849E+17,20.3485,20.9742,0.968,0.11178,15.10667947,0.6257
3.58769E+18,18.0857,18.3493,1,0.07813,13.62161088,0.2636
3.89944E+18,19.5405,19.8383,0.997,0.0927,14.70510133,0.2978
3.58813E+18,19.4277,19.8432,0.991,0.08876,14.68661353,0.4155
1.12925E+18,15.816,15.8631,1,0.05898,11.96247616,0.0471
3.89278E+18,20.4775,20.6207,0.818,0.1074,15.32247859,0.1432
3.46758E+18,17.8698,18.1517,1,0.06234,13.89596601,0.2819
5.33462E+18,16.4555,16.7284,0.626,0.02245,14.69941827,0.2729
4.03183E+18,17.2089,17.0934,1,0.09475,12.32600391,-0.1155
4.03134E+18,19.2154,19.5122,0.999,0.09591,14.30608055,0.2968
3.47961E+18,18.9508,19.5511,0.999,0.06383,14.92567578,0.6003
3.48616E+18,19.1746,19.095,0.82,0.07858,14.69803988,-0.0796
5.37066E+18,19.5854,20.1255,0.999,0.08231,15.00813699,0.5401
3.89943E+18,20.6217,21.0262,0.563,0.11532,15.31217683,0.4045
3.59906E+18,19.9086,20.3478,0.985,0.1036,14.83180122,0.4392
4.00754E+18,19.584,19.8995,0.885,0.09434,14.71052064,0.3155
3.91215E+18,20.0559,20.6176,0.956,0.10894,14.86996315,0.5617
3.46084E+18,17.6666,18.0315,1,0.04993,14.17479217,0.3649
3.92019E+18,17.3997,17.9084,0.965,0.03558,14.64367028,0.5087
4.02751E+18,17.5804,17.7084,1,0.06909,13.38332404,0.128
3.4601E+18,19.9397,20.3727,0.999,0.10601,14.81296583,0.433
3.89228E+18,19.1888,19.7668,0.998,0.07085,14.93710073,0.578
4.03145E+18,20.5335,21.0942,0.983,0.11613,15.20877787,0.5607
5.23564E+18,17.6297,17.5703,1,0.09055,12.84525773,-0.0594
7.86963E+17,19.8624,20.2504,0.999,0.10788,14.69769531,0.388
3.89644E+18,17.4373,17.5563,0.986,0.08207,12.86637783,0.119
3.57208E+18,17.3825,17.5051,1,0.08611,12.70723205,0.1226
3.91241E+18,20.0083,20.4292,0.963,0.11361,14.7312172,0.4209
4.02832E+18,19.9051,20.3865,0.999,0.09063,15.1187401,0.4814
3.92697E+18,15.5423,15.6734,1,0.02675,13.40568107,0.1311
5.37811E+18,20.6638,21.1559,0.941,0.1004,15.65513144,0.4921
5.34129E+18,18.7642,19.1491,1,0.0673,14.62412468,0.3849
5.22718E+18,17.8792,18.037,1,0.09088,13.08685841,0.1578
4.0012E+18,17.9138,18.1357,1,0.0652,13.84256202,0.2219
3.89998E+18,17.287,17.5657,1,0.06527,13.21343194,0.2787
7.91139E+17,16.3253,16.328,1,0.08563,11.66217028,0.0027
3.47987E+18,20.5617,21.1811,0.909,0.1093,15.36859919,0.6194
3.49105E+18,16.3387,16.336,1,0.09517,11.44619965,-0.0027
5.34129E+18,14.8622,14.8483,0.982,0.04624,11.53711087,-0.0139
3.57558E+18,20.5988,20.8522,0.826,0.10905,15.41067165,0.2534
3.89838E+18,17.2563,17.3923,1,0.07666,12.83345593,0.136
5.34369E+18,19.653,20.0612,0.999,0.09219,14.82958093,0.4082
4.03518E+18,19.9504,20.492,0.999,0.09302,15.10751832,0.5416
3.49101E+18,18.0093,18.3468,1,0.0859,13.33933418,0.3375
3.48782E+18,18.6638,18.943,1,0.07645,14.24691255,0.2792
3.89964E+18,18.4229,18.7303,1,0.0729,14.10926236,0.3074
5.23334E+18,18.7806,19.0766,0.999,0.07983,14.26976935,0.296
3.48777E+18,19.0623,19.6503,0.999,0.06451,15.01416479,0.588
3.79505E+18,17.9048,18.5397,0.987,0.0346,15.20941951,0.6349
3.46604E+18,18.4855,19.1953,0.963,0.04722,15.11487009,0.7098
5.37055E+18,18.8392,19.1451,0.994,0.09613,13.92490529,0.3059
5.37802E+18,18.2193,18.4288,0.999,0.09621,13.30319893,0.2095
3.49458E+18,16.011,16.0266,0.99,0.06892,11.81927366,0.0156
5.37957E+18,19.1292,19.5086,0.999,0.06955,14.91771433,0.3794
4.00799E+18,16.7113,16.8041,1,0.06912,12.51328135,0.0928
3.91992E+18,20.6169,20.6062,0.828,0.10989,15.41210913,-0.0107
7.91224E+17,19.3051,19.7585,0.999,0.08631,14.62479442,0.4534
8.59817E+17,19.3359,19.555,0.999,0.10001,14.33568286,0.2191
5.37802E+18,19.3284,19.8022,0.999,0.08287,14.73641331,0.4738
3.91845E+18,19.2407,20.0476,0.663,0.09257,14.40834868,0.8069
7.92275E+17,19.4661,19.8142,0.998,0.0932,14.61902044,0.3481
3.57363E+18,17.0094,17.0225,1,0.0912,12.20942581,0.0131
7.86717E+17,17.3303,17.6643,0.986,0.04303,14.16144327,0.334
3.91846E+18,19.3003,19.904,0.992,0.08392,14.68097262,0.6037
5.23389E+18,17.6035,17.6331,1,0.1006,12.5905101,0.0296
1.06165E+18,20.8079,21.0526,0.824,0.11193,15.56316748,0.2447
3.59442E+18,19.5134,19.8702,0.986,0.10525,14.40228948,0.3568
