source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,gcns_prob,dist_50
5974356099227614208,14.402404,15.8480835,13.217747,1.0,0.0591824
5974171690509388416,16.069157,18.138699,14.739189,1.0,0.044509523
5974202790386086400,12.911968,13.597969,11.921145,0.998,0.09820113
5974289445644815744,15.622227,17.186934,14.412443,1.0,0.0773138
5974303120820907520,12.542911,13.263281,11.469151,1.0,0.09416862
5974303120809601152,13.739325,,,1.0,0.09405696
5974606620378318336,19.99901,20.569748,19.575195,0.99,0.057524577
4044659870461428480,17.32307,19.176033,15.963,1.0,0.09670246
5961897502962332544,13.901176,15.465831,12.6840315,1.0,0.052031368
5961863280625664896,19.242685,21.398777,17.637297,0.96,0.07101538
5962063941488393472,19.137861,21.384424,17.496859,0.994,0.0732669
5962073489201529088,17.344744,19.693329,15.958419,1.0,0.067212716
5961448107612008320,14.805878,16.222614,13.626999,1.0,0.09248127
5961839808610442880,8.550132,8.960296,7.966441,1.0,0.034165915
5961839812916185856,12.601839,13.227671,11.402105,1.0,0.03420669
5961830948155839360,3.9237142,4.510167,3.2244332,1.0,0.048356917
5961833108470241152,15.879819,17.689457,14.600893,1.0,0.08859747
5961453128484376704,16.127022,17.718552,14.907932,1.0,0.09961632
5961905886739665024,16.37608,17.925238,15.140057,1.0,0.09318154
5961906363429753728,17.161476,18.92414,15.8581705,1.0,0.09774097
5962099052841307136,11.915989,12.779151,10.999868,1.0,0.07301878
5962116271412886144,14.55024,15.993507,13.37449,1.0,0.08503324
5962219797312531712,16.495453,18.235504,15.201699,1.0,0.0795407
5962279888140802688,12.762884,13.809871,11.746836,1.0,0.0749853
5962278518109500288,6.8940496,7.021306,6.6500845,1.0,0.09907844
5962298133161423744,7.79847,8.010437,7.4283376,1.0,0.08654853
5962281915365501696,15.75038,16.983597,14.419632,0.882,0.101770796
5962235838960101888,16.585785,18.478157,15.264649,1.0,0.07334157
5962261991073661440,18.44965,20.366644,16.87318,0.972,0.09616067
5961376025225413376,17.151533,19.05364,15.815632,1.0,0.091873124
5961412102904987008,19.727694,19.783722,18.727144,0.852,0.0876022
5961422651394855168,19.348812,19.6592,17.73004,0.41,0.09999117
5961396980302285952,10.900451,11.481218,10.176389,1.0,0.06903843
5961215629610639488,17.457396,19.217123,16.099306,1.0,0.09587236
5961217313237666176,16.15658,17.787981,14.903279,1.0,0.081242785
5961242743804087552,15.638399,17.559978,14.289416,1.0,0.046728212
5961309401690638720,10.736518,11.571641,9.839189,1.0,0.037160985
5961477764395387136,18.9234,19.220806,17.606995,0.656,0.104775235
5961427251236690176,14.324981,15.915865,13.10382,1.0,0.04548217
5961475561029232768,15.424915,16.545963,14.25722,1.0,0.09350454
5961475805888356096,19.44018,20.152033,17.876776,0.532,0.09084982
5961505831961451520,15.72193,17.486774,14.459268,1.0,0.071654126
5961344925299771904,16.732115,18.740187,15.37093,1.0,0.060449935
5961349362086575744,14.372652,15.555573,13.296134,1.0,0.09275952
5962175915578063616,16.255651,18.055061,14.987977,1.0,0.07324984
5962262197232155392,6.521221,6.8753157,5.9429226,0.95,0.06887089
